caseid,activity,resource,ts
Application_193978070,A_Concept,User_47,2016-01-05 12:40:28.741
Application_193978070,W_Complete application,User_47,2016-01-05 12:41:12.082
Application_1892186837,W_Complete application,User_3,2016-01-05 13:06:13.718
Application_1892186837,W_Complete application,User_3,2016-01-05 13:06:29.448
Application_58755651,O_Create Offer,User_7,2016-01-05 13:14:44.094
Application_58755651,O_Created,User_7,2016-01-05 13:14:45.345
Application_58755651,O_Sent (online only),User_7,2016-01-05 13:15:29.345
Application_864903752,W_Complete application,User_71,2016-01-05 13:26:37.032
Application_864903752,A_Accepted,User_71,2016-01-05 13:35:09.157
Application_2070389081,W_Complete application,User_24,2016-01-05 13:36:30.612
Application_2070389081,W_Complete application,User_24,2016-01-05 13:37:14.756
Application_864903752,O_Create Offer,User_71,2016-01-05 13:38:02.012
Application_864903752,O_Created,User_71,2016-01-05 13:38:03.204
Application_864903752,O_Sent (mail and online),User_71,2016-01-05 13:39:23.657
Application_864903752,W_Call after offers,User_71,2016-01-05 13:39:23.681
Application_864903752,W_Call after offers,User_71,2016-01-05 13:39:23.683
Application_864903752,A_Complete,User_71,2016-01-05 13:39:23.685
Application_864903752,W_Call after offers,User_71,2016-01-05 13:42:16.263
Application_562322973,A_Create Application,User_1,2016-01-05 13:44:12.875
Application_562322973,A_Submitted,User_1,2016-01-05 13:44:12.912
Application_562322973,W_Handle leads,User_1,2016-01-05 13:44:13.269
Application_562322973,W_Handle leads,User_1,2016-01-05 13:44:59.624
Application_562322973,W_Complete application,User_1,2016-01-05 13:44:59.633
Application_562322973,A_Concept,User_1,2016-01-05 13:44:59.637
Application_1868808301,A_Create Application,User_21,2016-01-05 13:51:23.173
Application_1868808301,W_Complete application,User_21,2016-01-05 13:51:23.182
Application_1868808301,W_Complete application,User_21,2016-01-05 13:51:23.183
Application_1868808301,A_Concept,User_21,2016-01-05 13:51:23.186
Application_1868808301,A_Accepted,User_21,2016-01-05 13:54:46.553
Application_1868808301,O_Create Offer,User_21,2016-01-05 13:59:29.402
Application_1868808301,O_Created,User_21,2016-01-05 13:59:30.660
Application_1868808301,O_Sent (mail and online),User_21,2016-01-05 14:02:35.154
Application_1868808301,W_Call after offers,User_21,2016-01-05 14:02:35.185
Application_1868808301,W_Call after offers,User_21,2016-01-05 14:02:35.189
Application_1868808301,A_Complete,User_21,2016-01-05 14:02:35.191
Application_1702060008,A_Create Application,User_1,2016-01-05 14:11:08.580
Application_1702060008,A_Submitted,User_1,2016-01-05 14:11:08.617
Application_1702060008,W_Handle leads,User_1,2016-01-05 14:11:08.952
Application_1301925609,W_Complete application,User_7,2016-01-05 14:12:05.830
Application_1301925609,W_Complete application,User_7,2016-01-05 14:12:45.991
Application_1301925609,W_Complete application,User_7,2016-01-05 14:12:51.963
Application_1702060008,W_Handle leads,User_1,2016-01-05 14:13:05.711
Application_1702060008,W_Complete application,User_1,2016-01-05 14:13:05.721
Application_1702060008,A_Concept,User_1,2016-01-05 14:13:05.730
Application_1301925609,W_Complete application,User_7,2016-01-05 14:13:21.305
Application_1301925609,W_Complete application,User_7,2016-01-05 14:13:52.504
Application_2070389081,W_Complete application,User_24,2016-01-05 14:15:33.333
Application_2070389081,A_Accepted,User_24,2016-01-05 14:21:30.590
Application_2070389081,O_Create Offer,User_24,2016-01-05 14:23:39.238
Application_2070389081,O_Created,User_24,2016-01-05 14:23:40.677
Application_1301925609,A_Accepted,User_7,2016-01-05 14:23:46.691
Application_2070389081,O_Sent (mail and online),User_24,2016-01-05 14:24:06.832
Application_2070389081,W_Call after offers,User_24,2016-01-05 14:24:06.875
Application_2070389081,W_Call after offers,User_24,2016-01-05 14:24:06.878
Application_2070389081,A_Complete,User_24,2016-01-05 14:24:06.881
Application_1868808301,W_Call after offers,User_21,2016-01-05 14:24:36.070
Application_2070389081,O_Create Offer,User_24,2016-01-05 14:25:19.683
Application_2070389081,O_Created,User_24,2016-01-05 14:25:21.026
Application_2070389081,O_Sent (mail and online),User_24,2016-01-05 14:25:35.621
Application_505474597,O_Create Offer,User_85,2016-01-05 14:26:01.188
Application_505474597,O_Created,User_85,2016-01-05 14:26:02.575
Application_505474597,O_Sent (online only),User_85,2016-01-05 14:26:25.408
Application_2070389081,W_Call after offers,User_24,2016-01-05 14:27:14.899
Application_1413308979,W_Complete application,User_10,2016-01-05 14:27:59.539
Application_1413308979,A_Accepted,User_10,2016-01-05 14:35:40.304
Application_1301925609,O_Create Offer,User_7,2016-01-05 14:36:20.679
Application_1301925609,O_Created,User_7,2016-01-05 14:36:21.967
Application_1413308979,O_Create Offer,User_10,2016-01-05 14:38:22.147
Application_1413308979,O_Created,User_10,2016-01-05 14:38:23.398
Application_1413308979,O_Sent (mail and online),User_10,2016-01-05 14:38:37.944
Application_1413308979,W_Call after offers,User_10,2016-01-05 14:38:37.993
Application_1413308979,W_Call after offers,User_10,2016-01-05 14:38:38.004
Application_1413308979,A_Complete,User_10,2016-01-05 14:38:38.007
Application_1413308979,W_Call after offers,User_10,2016-01-05 14:39:30.102
Application_1807951250,A_Create Application,User_85,2016-01-05 14:40:32.810
Application_1807951250,W_Complete application,User_85,2016-01-05 14:40:32.821
Application_1807951250,W_Complete application,User_85,2016-01-05 14:40:32.825
Application_1807951250,A_Concept,User_85,2016-01-05 14:40:32.828
Application_1301925609,O_Sent (mail and online),User_7,2016-01-05 14:40:35.824
Application_1301925609,W_Call after offers,User_7,2016-01-05 14:40:35.847
Application_1301925609,W_Call after offers,User_7,2016-01-05 14:40:35.849
Application_1301925609,A_Complete,User_7,2016-01-05 14:40:35.851
Application_1807951250,A_Accepted,User_85,2016-01-05 14:43:33.760
Application_1301925609,W_Call after offers,User_7,2016-01-05 14:43:50.206
Application_1807951250,O_Create Offer,User_85,2016-01-05 14:47:11.900
Application_1807951250,O_Created,User_85,2016-01-05 14:47:13.190
Application_1807951250,O_Sent (mail and online),User_85,2016-01-05 14:47:29.055
Application_1807951250,W_Call after offers,User_85,2016-01-05 14:47:29.099
Application_1807951250,W_Call after offers,User_85,2016-01-05 14:47:29.102
Application_1807951250,A_Complete,User_85,2016-01-05 14:47:29.106
Application_1807951250,W_Call after offers,User_85,2016-01-05 14:48:28.482
Application_1277100580,A_Create Application,User_3,2016-01-05 14:48:39.449
Application_1277100580,W_Complete application,User_3,2016-01-05 14:48:39.456
Application_1277100580,W_Complete application,User_3,2016-01-05 14:48:39.458
Application_1277100580,A_Concept,User_3,2016-01-05 14:48:39.460
Application_1277100580,A_Accepted,User_3,2016-01-05 14:53:22.631
Application_1943199357,A_Create Application,User_1,2016-01-05 14:54:38.881
Application_1943199357,A_Submitted,User_1,2016-01-05 14:54:38.944
Application_1943199357,W_Handle leads,User_1,2016-01-05 14:54:39.115
Application_1462709587,A_Create Application,User_1,2016-01-05 14:55:35.429
Application_1462709587,A_Submitted,User_1,2016-01-05 14:55:35.477
Application_1462709587,W_Handle leads,User_1,2016-01-05 14:55:36.193
Application_1943199357,W_Handle leads,User_1,2016-01-05 14:56:29.658
Application_1943199357,W_Complete application,User_1,2016-01-05 14:56:29.688
Application_1943199357,A_Concept,User_1,2016-01-05 14:56:29.711
Application_1462709587,W_Handle leads,User_1,2016-01-05 14:57:14.783
Application_1462709587,W_Complete application,User_1,2016-01-05 14:57:14.790
Application_1462709587,A_Concept,User_1,2016-01-05 14:57:14.796
Application_1277100580,O_Create Offer,User_3,2016-01-05 14:57:18.972
Application_1277100580,O_Created,User_3,2016-01-05 14:57:20.152
Application_1277100580,O_Sent (mail and online),User_3,2016-01-05 14:57:30.854
Application_1277100580,W_Call after offers,User_3,2016-01-05 14:57:30.917
Application_1277100580,W_Call after offers,User_3,2016-01-05 14:57:30.919
Application_1277100580,A_Complete,User_3,2016-01-05 14:57:30.922
Application_1277100580,W_Call after offers,User_3,2016-01-05 14:59:01.174
Application_1195396325,A_Create Application,User_1,2016-01-05 15:02:20.105
Application_1195396325,A_Submitted,User_1,2016-01-05 15:02:20.140
Application_1195396325,W_Handle leads,User_1,2016-01-05 15:02:20.472
Application_1195396325,W_Handle leads,User_1,2016-01-05 15:03:04.847
Application_1195396325,W_Complete application,User_1,2016-01-05 15:03:04.869
Application_1195396325,A_Concept,User_1,2016-01-05 15:03:04.879
Application_2078020265,W_Complete application,User_24,2016-01-05 15:28:51.985
Application_369105792,W_Complete application,User_3,2016-01-05 15:33:35.017
Application_2078020265,A_Accepted,User_24,2016-01-05 15:33:56.631
Application_923963777,W_Complete application,User_7,2016-01-05 15:34:28.141
Application_923963777,W_Complete application,User_7,2016-01-05 15:36:24.361
Application_2078020265,O_Create Offer,User_24,2016-01-05 15:36:28.081
Application_2078020265,O_Created,User_24,2016-01-05 15:36:29.300
Application_2078020265,O_Sent (mail and online),User_24,2016-01-05 15:36:59.224
Application_2078020265,W_Call after offers,User_24,2016-01-05 15:36:59.274
Application_2078020265,W_Call after offers,User_24,2016-01-05 15:36:59.277
Application_2078020265,A_Complete,User_24,2016-01-05 15:36:59.280
Application_2078020265,W_Call after offers,User_24,2016-01-05 15:38:03.442
Application_369105792,A_Accepted,User_3,2016-01-05 15:40:48.216
Application_369105792,O_Create Offer,User_3,2016-01-05 15:42:10.191
Application_369105792,O_Created,User_3,2016-01-05 15:42:11.964
Application_369105792,O_Sent (mail and online),User_3,2016-01-05 15:42:25.536
Application_369105792,W_Call after offers,User_3,2016-01-05 15:42:25.557
Application_369105792,W_Call after offers,User_3,2016-01-05 15:42:25.559
Application_369105792,A_Complete,User_3,2016-01-05 15:42:25.561
Application_360475310,A_Accepted,User_24,2016-01-05 15:44:51.445
Application_369105792,W_Call after offers,User_3,2016-01-05 15:46:31.843
Application_948906324,A_Create Application,User_1,2016-01-05 15:56:35.768
Application_948906324,A_Submitted,User_1,2016-01-05 15:56:35.802
Application_948906324,W_Handle leads,User_1,2016-01-05 15:56:35.974
Application_1172125329,A_Create Application,User_1,2016-01-05 15:56:56.323
Application_1172125329,A_Submitted,User_1,2016-01-05 15:56:56.358
Application_1172125329,W_Handle leads,User_1,2016-01-05 15:56:56.532
Application_948906324,W_Handle leads,User_1,2016-01-05 15:58:36.346
Application_948906324,W_Complete application,User_1,2016-01-05 15:58:36.362
Application_948906324,A_Concept,User_1,2016-01-05 15:58:36.375
Application_1931792282,A_Create Application,User_1,2016-01-05 15:59:08.621
Application_1931792282,A_Submitted,User_1,2016-01-05 15:59:08.664
Application_1931792282,W_Handle leads,User_1,2016-01-05 15:59:08.882
Application_1172125329,W_Handle leads,User_1,2016-01-05 15:59:17.954
Application_1172125329,W_Complete application,User_1,2016-01-05 15:59:17.988
Application_1172125329,A_Concept,User_1,2016-01-05 15:59:17.994
Application_1931792282,W_Handle leads,User_1,2016-01-05 16:00:07.021
Application_1931792282,W_Complete application,User_1,2016-01-05 16:00:07.043
Application_1931792282,A_Concept,User_1,2016-01-05 16:00:07.056
Application_275338795,A_Create Application,User_7,2016-01-05 16:02:12.317
Application_275338795,W_Complete application,User_7,2016-01-05 16:02:12.337
Application_275338795,W_Complete application,User_7,2016-01-05 16:02:12.345
Application_275338795,A_Concept,User_7,2016-01-05 16:02:12.349
Application_167944225,W_Complete application,User_3,2016-01-05 16:06:08.034
Application_167944225,W_Complete application,User_3,2016-01-05 16:07:06.949
Application_1290239114,W_Complete application,User_3,2016-01-05 16:07:16.896
Application_275338795,A_Accepted,User_7,2016-01-05 16:10:45.135
Application_1290239114,A_Accepted,User_3,2016-01-05 16:12:04.230
Application_1290239114,O_Create Offer,User_3,2016-01-05 16:13:07.826
Application_1290239114,O_Created,User_3,2016-01-05 16:13:09.056
Application_1290239114,O_Sent (mail and online),User_3,2016-01-05 16:13:24.698
Application_1290239114,W_Call after offers,User_3,2016-01-05 16:13:24.719
Application_1290239114,W_Call after offers,User_3,2016-01-05 16:13:24.721
Application_1290239114,A_Complete,User_3,2016-01-05 16:13:24.723
Application_1290239114,W_Call after offers,User_3,2016-01-05 16:14:09.631
Application_275338795,O_Create Offer,User_7,2016-01-05 16:16:04.646
Application_275338795,O_Created,User_7,2016-01-05 16:16:05.877
Application_58755651,O_Create Offer,User_85,2016-01-05 16:18:15.542
Application_58755651,O_Created,User_85,2016-01-05 16:18:16.846
Application_58755651,O_Sent (online only),User_85,2016-01-05 16:18:27.748
Application_275338795,O_Sent (mail and online),User_7,2016-01-05 16:21:14.228
Application_275338795,W_Call after offers,User_7,2016-01-05 16:21:14.266
Application_275338795,W_Call after offers,User_7,2016-01-05 16:21:14.271
Application_275338795,A_Complete,User_7,2016-01-05 16:21:14.274
Application_275338795,W_Call after offers,User_7,2016-01-05 16:28:25.352
Application_1310063638,W_Complete application,User_71,2016-01-05 16:38:32.444
Application_1310063638,W_Complete application,User_71,2016-01-05 16:40:13.368
Application_1310063638,W_Complete application,User_71,2016-01-05 16:40:39.390
Application_1310063638,W_Complete application,User_71,2016-01-05 16:40:53.302
Application_1892186837,W_Complete application,User_24,2016-01-05 16:47:07.522
Application_1428307326,W_Complete application,User_71,2016-01-05 16:49:58.412
Application_1892186837,A_Accepted,User_24,2016-01-05 16:53:30.675
Application_1428307326,W_Complete application,User_71,2016-01-05 16:54:20.017
Application_1603124379,O_Create Offer,User_3,2016-01-05 16:56:24.582
Application_1603124379,O_Created,User_3,2016-01-05 16:56:25.955
Application_1603124379,O_Sent (mail and online),User_3,2016-01-05 16:56:38.989
Application_1892186837,O_Create Offer,User_24,2016-01-05 16:56:42.206
Application_1892186837,O_Created,User_24,2016-01-05 16:56:43.596
Application_1892186837,O_Sent (mail and online),User_24,2016-01-05 16:57:04.867
Application_1892186837,W_Call after offers,User_24,2016-01-05 16:57:04.904
Application_1892186837,W_Call after offers,User_24,2016-01-05 16:57:04.907
Application_1892186837,A_Complete,User_24,2016-01-05 16:57:04.909
Application_1640008006,A_Create Application,User_1,2016-01-05 17:08:05.384
Application_1640008006,A_Submitted,User_1,2016-01-05 17:08:05.418
Application_1640008006,W_Handle leads,User_1,2016-01-05 17:08:05.629
Application_1310063638,A_Accepted,User_74,2016-01-05 17:14:49.034
Application_1746133767,W_Complete application,User_37,2016-01-05 17:16:20.415
Application_1746133767,W_Complete application,User_37,2016-01-05 17:18:44.400
Application_1310063638,O_Create Offer,User_74,2016-01-05 17:19:07.560
Application_1310063638,O_Created,User_74,2016-01-05 17:19:09.120
Application_1193723578,O_Create Offer,User_4,2016-01-05 17:20:07.893
Application_1193723578,O_Created,User_4,2016-01-05 17:20:09.206
Application_1193723578,O_Sent (mail and online),User_4,2016-01-05 17:21:16.538
Application_1975617123,W_Complete application,User_37,2016-01-05 17:24:58.411
Application_1310063638,O_Sent (mail and online),User_74,2016-01-05 17:25:03.543
Application_1310063638,W_Complete application,User_74,2016-01-05 17:25:03.559
Application_1310063638,W_Call after offers,User_74,2016-01-05 17:25:03.566
Application_1310063638,W_Call after offers,User_74,2016-01-05 17:25:03.568
Application_1310063638,A_Complete,User_74,2016-01-05 17:25:03.570
Application_1310063638,W_Call after offers,User_74,2016-01-05 17:25:07.011
Application_822724921,O_Create Offer,User_4,2016-01-05 17:26:55.045
Application_822724921,O_Created,User_4,2016-01-05 17:26:56.413
Application_822724921,O_Sent (mail and online),User_4,2016-01-05 17:27:13.596
Application_1975617123,W_Complete application,User_37,2016-01-05 17:29:52.324
Application_1251541081,A_Create Application,User_14,2016-01-05 17:30:55.985
Application_1251541081,W_Complete application,User_14,2016-01-05 17:30:55.992
Application_1251541081,W_Complete application,User_14,2016-01-05 17:30:55.995
Application_1251541081,A_Concept,User_14,2016-01-05 17:30:55.996
Application_1251541081,A_Accepted,User_14,2016-01-05 17:33:26.027
Application_167944225,A_Accepted,User_10,2016-01-05 17:33:33.843
Application_1251541081,O_Create Offer,User_14,2016-01-05 17:34:29.538
Application_1251541081,O_Created,User_14,2016-01-05 17:34:30.869
Application_1251541081,O_Sent (mail and online),User_14,2016-01-05 17:34:41.779
Application_1251541081,W_Call after offers,User_14,2016-01-05 17:34:41.801
Application_1251541081,W_Call after offers,User_14,2016-01-05 17:34:41.804
Application_1251541081,A_Complete,User_14,2016-01-05 17:34:41.807
Application_167944225,O_Create Offer,User_10,2016-01-05 17:36:18.513
Application_167944225,O_Created,User_10,2016-01-05 17:36:19.647
Application_1251541081,W_Call after offers,User_14,2016-01-05 17:36:28.612
Application_167944225,O_Sent (mail and online),User_10,2016-01-05 17:39:06.458
Application_167944225,W_Complete application,User_10,2016-01-05 17:39:06.475
Application_167944225,W_Call after offers,User_10,2016-01-05 17:39:06.482
Application_167944225,W_Call after offers,User_10,2016-01-05 17:39:06.485
Application_167944225,A_Complete,User_10,2016-01-05 17:39:06.488
Application_167944225,W_Call after offers,User_10,2016-01-05 17:42:17.081
Application_1674281629,O_Create Offer,User_4,2016-01-05 17:54:33.943
Application_1674281629,O_Created,User_4,2016-01-05 17:54:35.156
Application_1674281629,O_Sent (mail and online),User_4,2016-01-05 17:54:45.720
Application_268676496,O_Create Offer,User_4,2016-01-05 17:55:21.914
Application_268676496,O_Created,User_4,2016-01-05 17:55:23.109
Application_268676496,O_Sent (mail and online),User_4,2016-01-05 17:55:34.825
Application_1765204099,O_Create Offer,User_4,2016-01-05 18:09:23.037
Application_1765204099,O_Created,User_4,2016-01-05 18:09:24.529
Application_1765204099,O_Sent (mail and online),User_4,2016-01-05 18:09:37.068
Application_505474597,O_Create Offer,User_4,2016-01-05 18:10:52.409
Application_505474597,O_Created,User_4,2016-01-05 18:10:53.848
Application_505474597,O_Sent (mail and online),User_4,2016-01-05 18:11:06.454
Application_1474017032,O_Create Offer,User_4,2016-01-05 18:15:02.085
Application_1474017032,O_Created,User_4,2016-01-05 18:15:03.645
Application_1474017032,O_Sent (mail and online),User_4,2016-01-05 18:15:13.046
Application_895241174,O_Create Offer,User_4,2016-01-05 18:17:37.025
Application_895241174,O_Created,User_4,2016-01-05 18:17:38.512
Application_895241174,O_Sent (mail and online),User_4,2016-01-05 18:17:49.866
Application_1448214642,O_Create Offer,User_4,2016-01-05 18:19:01.643
Application_1448214642,O_Created,User_4,2016-01-05 18:19:02.916
Application_1448214642,O_Sent (mail and online),User_4,2016-01-05 18:19:19.676
Application_190984886,A_Create Application,User_1,2016-01-05 18:19:51.151
Application_190984886,A_Submitted,User_1,2016-01-05 18:19:51.191
Application_190984886,W_Handle leads,User_1,2016-01-05 18:19:51.532
Application_190984886,W_Handle leads,User_1,2016-01-05 18:21:05.106
Application_190984886,W_Complete application,User_1,2016-01-05 18:21:05.120
Application_190984886,A_Concept,User_1,2016-01-05 18:21:05.130
Application_1823402778,O_Create Offer,User_4,2016-01-05 18:25:11.886
Application_1823402778,O_Created,User_4,2016-01-05 18:25:13.156
Application_1823402778,O_Sent (mail and online),User_4,2016-01-05 18:25:23.284
Application_525275343,A_Accepted,User_10,2016-01-05 18:32:27.051
Application_525275343,O_Create Offer,User_10,2016-01-05 18:33:17.385
Application_525275343,O_Created,User_10,2016-01-05 18:33:18.755
Application_525275343,O_Sent (mail and online),User_10,2016-01-05 18:34:15.450
Application_525275343,W_Complete application,User_10,2016-01-05 18:34:15.465
Application_525275343,W_Call after offers,User_10,2016-01-05 18:34:15.472
Application_525275343,W_Call after offers,User_10,2016-01-05 18:34:15.475
Application_525275343,A_Complete,User_10,2016-01-05 18:34:15.478
Application_525275343,W_Call after offers,User_10,2016-01-05 18:35:36.976
Application_1179942266,A_Create Application,User_1,2016-01-05 18:37:26.786
Application_1179942266,A_Submitted,User_1,2016-01-05 18:37:26.822
Application_1179942266,W_Handle leads,User_1,2016-01-05 18:37:27.125
Application_1179942266,W_Handle leads,User_1,2016-01-05 18:39:16.034
Application_1179942266,W_Complete application,User_1,2016-01-05 18:39:16.047
Application_1179942266,A_Concept,User_1,2016-01-05 18:39:16.057
Application_1428307326,A_Accepted,User_71,2016-01-05 18:58:53.978
Application_1428307326,O_Create Offer,User_71,2016-01-05 19:00:16.655
Application_1428307326,O_Created,User_71,2016-01-05 19:00:17.923
Application_1428307326,O_Sent (mail and online),User_71,2016-01-05 19:00:39.866
Application_1428307326,W_Complete application,User_71,2016-01-05 19:00:39.880
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:00:39.887
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:00:39.889
Application_1428307326,A_Complete,User_71,2016-01-05 19:00:39.891
Application_1669670154,A_Create Application,User_1,2016-01-05 19:03:15.925
Application_1669670154,A_Submitted,User_1,2016-01-05 19:03:15.959
Application_1669670154,W_Handle leads,User_1,2016-01-05 19:03:16.294
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:05:05.378
Application_1669670154,W_Handle leads,User_1,2016-01-05 19:05:09.211
Application_1669670154,W_Complete application,User_1,2016-01-05 19:05:09.218
Application_1669670154,A_Concept,User_1,2016-01-05 19:05:09.224
Application_1231177181,A_Create Application,User_92,2016-01-05 19:06:25.110
Application_1231177181,W_Complete application,User_92,2016-01-05 19:06:25.125
Application_1231177181,W_Complete application,User_92,2016-01-05 19:06:25.130
Application_1231177181,A_Concept,User_92,2016-01-05 19:06:25.135
Application_864903752,O_Create Offer,User_14,2016-01-05 19:09:05.616
Application_864903752,O_Created,User_14,2016-01-05 19:09:06.789
Application_864903752,O_Sent (mail and online),User_14,2016-01-05 19:09:19.738
Application_1231177181,A_Accepted,User_92,2016-01-05 19:09:33.037
Application_1231177181,O_Create Offer,User_92,2016-01-05 19:12:09.152
Application_1231177181,O_Created,User_92,2016-01-05 19:12:10.481
Application_1231177181,O_Create Offer,User_92,2016-01-05 19:12:49.532
Application_1231177181,O_Created,User_92,2016-01-05 19:12:50.815
Application_1231177181,O_Sent (mail and online),User_92,2016-01-05 19:14:50.096
Application_1231177181,W_Call after offers,User_92,2016-01-05 19:14:50.119
Application_1231177181,W_Call after offers,User_92,2016-01-05 19:14:50.121
Application_1231177181,A_Complete,User_92,2016-01-05 19:14:50.124
Application_1975617123,A_Accepted,User_14,2016-01-05 19:17:08.291
Application_1231177181,W_Call after offers,User_92,2016-01-05 19:17:28.879
Application_1876456626,A_Accepted,User_74,2016-01-05 19:24:15.344
Application_1975617123,O_Create Offer,User_14,2016-01-05 19:26:09.797
Application_1975617123,O_Created,User_14,2016-01-05 19:26:10.991
Application_1876456626,O_Create Offer,User_74,2016-01-05 19:26:13.598
Application_1876456626,O_Created,User_74,2016-01-05 19:26:14.851
Application_1975617123,O_Sent (mail and online),User_14,2016-01-05 19:26:44.901
Application_1975617123,W_Complete application,User_14,2016-01-05 19:26:44.921
Application_1975617123,W_Call after offers,User_14,2016-01-05 19:26:44.945
Application_1975617123,W_Call after offers,User_14,2016-01-05 19:26:44.950
Application_1975617123,A_Complete,User_14,2016-01-05 19:26:44.954
Application_1975617123,W_Call after offers,User_14,2016-01-05 19:28:21.812
Application_1876456626,O_Sent (mail and online),User_74,2016-01-05 19:31:08.757
Application_1876456626,W_Complete application,User_74,2016-01-05 19:31:08.773
Application_1876456626,W_Call after offers,User_74,2016-01-05 19:31:08.780
Application_1876456626,W_Call after offers,User_74,2016-01-05 19:31:08.783
Application_1876456626,A_Complete,User_74,2016-01-05 19:31:08.786
Application_354702724,A_Accepted,User_14,2016-01-05 19:33:07.055
Application_360475310,W_Complete application,User_37,2016-01-05 19:33:28.721
Application_354702724,O_Create Offer,User_14,2016-01-05 19:37:46.595
Application_354702724,O_Created,User_14,2016-01-05 19:37:47.954
Application_354702724,O_Sent (mail and online),User_14,2016-01-05 19:38:00.611
Application_354702724,W_Complete application,User_14,2016-01-05 19:38:00.626
Application_354702724,W_Call after offers,User_14,2016-01-05 19:38:00.632
Application_354702724,W_Call after offers,User_14,2016-01-05 19:38:00.635
Application_354702724,A_Complete,User_14,2016-01-05 19:38:00.637
Application_354702724,W_Call after offers,User_14,2016-01-05 19:42:21.545
Application_1876456626,W_Call after offers,User_74,2016-01-05 19:42:54.980
Application_923963777,A_Accepted,User_74,2016-01-05 19:48:23.749
Application_360475310,W_Complete application,User_37,2016-01-05 19:48:49.846
Application_923963777,O_Create Offer,User_74,2016-01-05 19:49:12.643
Application_923963777,O_Created,User_74,2016-01-05 19:49:13.961
Application_923963777,O_Sent (mail and online),User_74,2016-01-05 19:49:59.700
Application_923963777,W_Complete application,User_74,2016-01-05 19:49:59.714
Application_923963777,W_Call after offers,User_74,2016-01-05 19:49:59.720
Application_923963777,W_Call after offers,User_74,2016-01-05 19:49:59.722
Application_923963777,A_Complete,User_74,2016-01-05 19:49:59.724
Application_923963777,W_Call after offers,User_74,2016-01-05 19:51:08.756
Application_2063036518,A_Create Application,User_4,2016-01-05 19:55:29.469
Application_2063036518,A_Concept,User_4,2016-01-05 19:55:29.471
Application_2063036518,W_Complete application,User_4,2016-01-05 19:55:29.476
Application_2063036518,W_Complete application,User_4,2016-01-05 19:55:29.478
Application_2063036518,W_Complete application,User_4,2016-01-05 19:55:41.149
Application_1876456626,O_Create Offer,User_4,2016-01-05 20:13:04.717
Application_1876456626,O_Created,User_4,2016-01-05 20:13:05.913
Application_1876456626,O_Sent (mail and online),User_4,2016-01-05 20:13:18.406
Application_1891076145,A_Create Application,User_1,2016-01-05 20:14:35.562
Application_1891076145,A_Submitted,User_1,2016-01-05 20:14:35.595
Application_1891076145,W_Handle leads,User_1,2016-01-05 20:14:35.914
Application_1891076145,W_Handle leads,User_1,2016-01-05 20:16:11.582
Application_1891076145,W_Complete application,User_1,2016-01-05 20:16:11.602
Application_1891076145,A_Concept,User_1,2016-01-05 20:16:11.611
Application_1640008006,W_Handle leads,User_4,2016-01-05 20:26:45.005
Application_1226577675,A_Create Application,User_1,2016-01-05 20:27:36.504
Application_1226577675,A_Submitted,User_1,2016-01-05 20:27:36.534
Application_1226577675,W_Handle leads,User_1,2016-01-05 20:27:36.695
Application_1226577675,W_Handle leads,User_1,2016-01-05 20:28:59.141
Application_1226577675,W_Complete application,User_1,2016-01-05 20:28:59.148
Application_1226577675,A_Concept,User_1,2016-01-05 20:28:59.152
Application_1640008006,W_Handle leads,User_4,2016-01-05 20:35:23.704
Application_1640008006,W_Handle leads,User_4,2016-01-05 20:59:11.610
Application_1640008006,W_Complete application,User_4,2016-01-05 20:59:45.400
Application_1640008006,W_Complete application,User_4,2016-01-05 20:59:45.407
Application_1640008006,A_Concept,User_4,2016-01-05 20:59:45.413
Application_1640008006,W_Complete application,User_4,2016-01-05 20:59:48.340
Application_829714042,A_Create Application,User_1,2016-01-05 21:02:22.961
Application_829714042,A_Submitted,User_1,2016-01-05 21:02:23.017
Application_829714042,W_Handle leads,User_1,2016-01-05 21:02:23.340
Application_829714042,W_Handle leads,User_1,2016-01-05 21:04:03.611
Application_829714042,W_Complete application,User_1,2016-01-05 21:04:03.619
Application_829714042,A_Concept,User_1,2016-01-05 21:04:03.623
Application_2012524282,A_Create Application,User_1,2016-01-05 21:35:31.022
Application_2012524282,A_Submitted,User_1,2016-01-05 21:35:31.087
Application_2012524282,W_Handle leads,User_1,2016-01-05 21:35:31.415
Application_2012524282,W_Handle leads,User_1,2016-01-05 21:36:38.487
Application_2012524282,W_Complete application,User_1,2016-01-05 21:36:38.496
Application_2012524282,A_Concept,User_1,2016-01-05 21:36:38.502
Application_74089970,A_Create Application,User_1,2016-01-05 21:44:41.346
Application_74089970,A_Submitted,User_1,2016-01-05 21:44:41.383
Application_74089970,W_Handle leads,User_1,2016-01-05 21:44:42.012
Application_74089970,W_Handle leads,User_1,2016-01-05 21:46:09.942
Application_74089970,W_Complete application,User_1,2016-01-05 21:46:09.949
Application_74089970,A_Concept,User_1,2016-01-05 21:46:09.954
Application_1559270931,A_Create Application,User_1,2016-01-05 22:45:59.914
Application_1559270931,A_Submitted,User_1,2016-01-05 22:45:59.961
Application_1559270931,W_Handle leads,User_1,2016-01-05 22:46:00.293
Application_1559270931,W_Handle leads,User_1,2016-01-05 22:47:14.827
