Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,outcome
Application_770608182,A_Validating,User_125,2016-02-22 12:35:30.222,2016-02-22 12:35:30.222,
Application_770608182,O_Returned,User_125,2016-02-22 12:35:40.635,2016-02-22 12:35:40.635,
Application_434255573,W_Validate application,User_30,2016-02-22 12:42:47.021,2016-02-24 12:59:15.601,
Application_434255573,A_Validating,User_119,2016-02-22 12:42:48.061,2016-02-22 12:42:48.061,
Application_434255573,O_Returned,User_119,2016-02-22 12:43:10.838,2016-02-22 12:43:10.838,
Application_2098449770,O_Create Offer,User_8,2016-02-22 12:45:37.035,2016-02-22 12:45:37.035,
Application_2098449770,O_Created,User_8,2016-02-22 12:45:38.305,2016-02-22 12:45:38.305,
Application_2098449770,O_Sent (mail and online),User_8,2016-02-22 12:46:07.108,2016-02-22 12:46:07.108,
Application_2098449770,A_Complete,User_8,2016-02-22 12:46:07.135,2016-02-22 12:46:07.135,
Application_1734239730,O_Accepted,User_102,2016-02-22 12:50:16.629,2016-02-22 12:50:16.629,True
Application_1517682432,W_Complete application,User_34,2016-02-22 12:50:54.965,2016-02-22 13:32:57.903,
Application_1247090948,A_Create Application,User_73,2016-02-22 12:51:27.885,2016-02-22 12:51:27.885,
Application_1247090948,A_Concept,User_73,2016-02-22 12:51:27.899,2016-02-22 12:51:27.899,
Application_1247090948,A_Accepted,User_73,2016-02-22 12:52:09.286,2016-02-22 12:52:09.286,
Application_601552538,W_Validate application,User_95,2016-02-22 13:02:10.502,2016-02-24 14:12:09.946,
Application_601552538,A_Validating,User_119,2016-02-22 13:02:11.409,2016-02-22 13:02:11.409,
Application_601552538,O_Returned,User_119,2016-02-22 13:02:24.245,2016-02-22 13:02:24.245,
Application_1517682432,A_Accepted,User_34,2016-02-22 13:27:13.859,2016-02-22 13:27:13.859,
Application_762972184,A_Create Application,User_1,2016-02-22 13:27:20.443,2016-02-22 13:27:20.443,
Application_762972184,A_Submitted,User_1,2016-02-22 13:27:20.503,2016-02-22 13:27:20.503,
Application_762972184,A_Concept,User_1,2016-02-22 13:27:53.389,2016-02-22 13:27:53.389,
Application_691516127,A_Create Application,User_1,2016-02-22 13:30:23.058,2016-02-22 13:30:23.058,
Application_691516127,A_Submitted,User_1,2016-02-22 13:30:23.098,2016-02-22 13:30:23.098,
Application_1517682432,O_Create Offer,User_34,2016-02-22 13:30:55.871,2016-02-22 13:30:55.871,
Application_1517682432,O_Created,User_34,2016-02-22 13:30:57.109,2016-02-22 13:30:57.109,
Application_691516127,W_Handle leads,User_1,2016-02-22 13:31:16.981,2016-02-22 13:31:48.853,
Application_691516127,A_Concept,User_1,2016-02-22 13:31:48.873,2016-02-22 13:31:48.873,
Application_1517682432,O_Sent (mail and online),User_34,2016-02-22 13:32:57.881,2016-02-22 13:32:57.881,
Application_1517682432,A_Complete,User_34,2016-02-22 13:32:57.919,2016-02-22 13:32:57.919,
Application_159653881,A_Incomplete,User_100,2016-02-22 13:40:02.316,2016-02-22 13:40:02.316,
Application_762972184,A_Accepted,User_47,2016-02-22 13:51:08.371,2016-02-22 13:51:08.371,
Application_762972184,O_Create Offer,User_47,2016-02-22 13:52:35.607,2016-02-22 13:52:35.607,
Application_762972184,O_Created,User_47,2016-02-22 13:52:37.082,2016-02-22 13:52:37.082,
Application_762972184,O_Sent (mail and online),User_47,2016-02-22 13:57:15.296,2016-02-22 13:57:15.296,
Application_762972184,A_Complete,User_47,2016-02-22 13:57:15.356,2016-02-22 13:57:15.356,
Application_115728304,W_Validate application,User_29,2016-02-22 14:00:31.467,2016-02-22 15:40:20.150,
Application_115728304,A_Validating,User_120,2016-02-22 14:00:31.647,2016-02-22 14:00:31.647,
Application_2004232010,O_Accepted,User_30,2016-02-22 14:06:21.349,2016-02-22 14:06:21.349,True
Application_1084806237,A_Incomplete,User_100,2016-02-22 14:07:44.110,2016-02-22 14:07:44.110,
Application_484552663,A_Accepted,User_15,2016-02-22 14:40:26.830,2016-02-22 14:40:26.830,
Application_484552663,O_Create Offer,User_15,2016-02-22 14:43:13.232,2016-02-22 14:43:13.232,
Application_484552663,O_Created,User_15,2016-02-22 14:43:14.548,2016-02-22 14:43:14.548,
Application_484552663,O_Sent (mail and online),User_15,2016-02-22 14:43:36.150,2016-02-22 14:43:36.150,
Application_484552663,A_Complete,User_15,2016-02-22 14:43:36.249,2016-02-22 14:43:36.249,
Application_1289078901,W_Validate application,User_30,2016-02-22 14:44:05.876,2016-02-25 13:49:23.513,
Application_1289078901,A_Validating,User_120,2016-02-22 14:44:06.641,2016-02-22 14:44:06.641,
Application_1289078901,O_Returned,User_120,2016-02-22 14:44:17.647,2016-02-22 14:44:17.647,
Application_1510666268,A_Accepted,User_73,2016-02-22 14:47:41.591,2016-02-22 14:47:41.591,
Application_1510666268,O_Create Offer,User_73,2016-02-22 14:50:21.155,2016-02-22 14:50:21.155,
Application_1510666268,O_Created,User_73,2016-02-22 14:50:22.381,2016-02-22 14:50:22.381,
Application_989513807,O_Create Offer,User_31,2016-02-22 14:53:01.604,2016-02-22 14:53:01.604,
Application_989513807,O_Created,User_31,2016-02-22 14:53:03.380,2016-02-22 14:53:03.380,
Application_1510666268,O_Sent (mail and online),User_73,2016-02-22 14:53:22.666,2016-02-22 14:53:22.666,
Application_1510666268,A_Complete,User_73,2016-02-22 14:53:22.724,2016-02-22 14:53:22.724,
Application_989513807,O_Sent (mail and online),User_31,2016-02-22 14:53:47.958,2016-02-22 14:53:47.958,
Application_989513807,A_Complete,User_31,2016-02-22 14:53:48.037,2016-02-22 14:53:48.037,
Application_1416690993,A_Accepted,User_35,2016-02-22 15:14:08.412,2016-02-22 15:14:08.412,
Application_53882128,O_Accepted,User_102,2016-02-22 15:15:14.797,2016-02-22 15:15:14.797,True
Application_712192330,A_Create Application,User_31,2016-02-22 15:24:23.999,2016-02-22 15:24:23.999,
Application_712192330,A_Concept,User_31,2016-02-22 15:24:24.034,2016-02-22 15:24:24.034,
Application_712192330,W_Complete application,User_31,2016-02-22 15:24:24.047,2016-02-22 15:37:39.821,
Application_1230040703,A_Validating,User_120,2016-02-22 15:29:07.043,2016-02-22 15:29:07.043,
Application_712192330,A_Accepted,User_31,2016-02-22 15:32:09.370,2016-02-22 15:32:09.370,
Application_712192330,O_Create Offer,User_31,2016-02-22 15:36:02.535,2016-02-22 15:36:02.535,
Application_712192330,O_Created,User_31,2016-02-22 15:36:03.876,2016-02-22 15:36:03.876,
Application_712192330,O_Sent (mail and online),User_31,2016-02-22 15:37:39.793,2016-02-22 15:37:39.793,
Application_712192330,A_Complete,User_31,2016-02-22 15:37:39.852,2016-02-22 15:37:39.852,
Application_115728304,A_Incomplete,User_29,2016-02-22 15:40:20.161,2016-02-22 15:40:20.161,
Application_159653881,A_Validating,User_120,2016-02-22 15:40:47.823,2016-02-22 15:40:47.823,
Application_374811499,W_Complete application,User_41,2016-02-22 15:51:04.145,2016-02-22 20:43:13.712,
Application_858441351,A_Validating,User_117,2016-02-22 15:55:44.454,2016-02-22 15:55:44.454,
Application_858441351,O_Accepted,User_117,2016-02-22 15:56:10.086,2016-02-22 15:56:10.086,True
Application_1590764969,A_Validating,User_117,2016-02-22 16:07:06.973,2016-02-22 16:07:06.973,
Application_1590764969,O_Accepted,User_117,2016-02-22 16:12:04.272,2016-02-22 16:12:04.272,True
Application_1380333449,A_Create Application,User_1,2016-02-22 16:16:56.023,2016-02-22 16:16:56.023,
Application_1380333449,A_Submitted,User_1,2016-02-22 16:16:56.077,2016-02-22 16:16:56.077,
Application_1380333449,A_Concept,User_1,2016-02-22 16:17:49.699,2016-02-22 16:17:49.699,
Application_313222833,O_Accepted,User_102,2016-02-22 16:23:43.596,2016-02-22 16:23:43.596,True
Application_1099068056,A_Create Application,User_1,2016-02-22 16:29:00.426,2016-02-22 16:29:00.426,
Application_1099068056,A_Submitted,User_1,2016-02-22 16:29:00.464,2016-02-22 16:29:00.464,
Application_1099068056,A_Concept,User_1,2016-02-22 16:30:12.421,2016-02-22 16:30:12.421,
Application_1134823558,W_Validate application,User_117,2016-02-22 16:38:49.882,2016-02-22 16:39:22.839,
Application_1134823558,A_Validating,User_117,2016-02-22 16:38:49.958,2016-02-22 16:38:49.958,
Application_159653881,O_Accepted,User_102,2016-02-22 16:39:13.344,2016-02-22 16:39:13.344,True
Application_1134823558,O_Accepted,User_117,2016-02-22 16:39:22.811,2016-02-22 16:39:22.811,True
Application_1230040703,O_Accepted,User_102,2016-02-22 16:41:22.182,2016-02-22 16:41:22.182,True
Application_105375367,W_Complete application,User_15,2016-02-22 17:17:28.776,2016-02-22 17:31:31.340,
Application_105375367,A_Accepted,User_15,2016-02-22 17:28:10.386,2016-02-22 17:28:10.386,
Application_105375367,O_Create Offer,User_15,2016-02-22 17:31:05.438,2016-02-22 17:31:05.438,
Application_105375367,O_Created,User_15,2016-02-22 17:31:07.001,2016-02-22 17:31:07.001,
Application_105375367,O_Sent (mail and online),User_15,2016-02-22 17:31:31.286,2016-02-22 17:31:31.286,
Application_105375367,A_Complete,User_15,2016-02-22 17:31:31.364,2016-02-22 17:31:31.364,
Application_256653272,A_Accepted,User_10,2016-02-22 18:47:22.846,2016-02-22 18:47:22.846,
Application_256653272,O_Create Offer,User_10,2016-02-22 18:48:30.871,2016-02-22 18:48:30.871,
Application_256653272,O_Created,User_10,2016-02-22 18:48:32.075,2016-02-22 18:48:32.075,
Application_256653272,O_Sent (mail and online),User_10,2016-02-22 18:49:41.466,2016-02-22 18:49:41.466,
Application_256653272,A_Complete,User_10,2016-02-22 18:49:41.499,2016-02-22 18:49:41.499,
Application_1617275288,A_Accepted,User_35,2016-02-22 19:32:52.438,2016-02-22 19:32:52.438,
Application_1617275288,O_Create Offer,User_35,2016-02-22 19:34:49.575,2016-02-22 19:34:49.575,
Application_1617275288,O_Created,User_35,2016-02-22 19:34:50.783,2016-02-22 19:34:50.783,
Application_1617275288,O_Sent (mail and online),User_35,2016-02-22 19:35:03.047,2016-02-22 19:35:03.047,
Application_1617275288,A_Complete,User_35,2016-02-22 19:35:03.080,2016-02-22 19:35:03.080,
Application_2052749958,A_Create Application,User_1,2016-02-22 19:38:59.306,2016-02-22 19:38:59.306,
Application_2052749958,A_Submitted,User_1,2016-02-22 19:38:59.356,2016-02-22 19:38:59.356,
Application_2052749958,A_Concept,User_1,2016-02-22 19:39:51.477,2016-02-22 19:39:51.477,
Application_783257787,A_Create Application,User_23,2016-02-22 20:15:44.858,2016-02-22 20:15:44.858,
Application_783257787,A_Concept,User_23,2016-02-22 20:15:44.861,2016-02-22 20:15:44.861,
Application_783257787,W_Complete application,User_18,2016-02-22 20:15:44.875,2016-02-23 16:44:32.157,
Application_374811499,A_Accepted,User_41,2016-02-22 20:38:33.519,2016-02-22 20:38:33.519,
Application_928078246,A_Create Application,User_1,2016-02-22 20:40:28.067,2016-02-22 20:40:28.067,
Application_928078246,A_Submitted,User_1,2016-02-22 20:40:28.104,2016-02-22 20:40:28.104,
Application_928078246,A_Concept,User_1,2016-02-22 20:41:51.560,2016-02-22 20:41:51.560,
Application_374811499,O_Create Offer,User_41,2016-02-22 20:42:49.112,2016-02-22 20:42:49.112,
Application_374811499,O_Created,User_41,2016-02-22 20:42:50.436,2016-02-22 20:42:50.436,
Application_374811499,O_Sent (mail and online),User_41,2016-02-22 20:43:13.682,2016-02-22 20:43:13.682,
Application_374811499,A_Complete,User_41,2016-02-22 20:43:13.756,2016-02-22 20:43:13.756,
Application_1832148354,A_Create Application,User_1,2016-02-22 20:52:36.892,2016-02-22 20:52:36.892,
Application_1832148354,A_Submitted,User_1,2016-02-22 20:52:36.926,2016-02-22 20:52:36.926,
Application_1832148354,A_Concept,User_1,2016-02-22 20:53:58.477,2016-02-22 20:53:58.477,
Application_414502865,A_Create Application,User_1,2016-02-22 21:49:56.508,2016-02-22 21:49:56.508,
Application_414502865,A_Submitted,User_1,2016-02-22 21:49:56.546,2016-02-22 21:49:56.546,
Application_414502865,A_Concept,User_1,2016-02-22 21:50:53.552,2016-02-22 21:50:53.552,
Application_2091563347,A_Create Application,User_1,2016-02-22 22:10:24.733,2016-02-22 22:10:24.733,
Application_2091563347,A_Submitted,User_1,2016-02-22 22:10:24.780,2016-02-22 22:10:24.780,
Application_2091563347,A_Concept,User_1,2016-02-22 22:12:00.371,2016-02-22 22:12:00.371,
Application_1891765084,A_Create Application,User_1,2016-02-22 22:20:21.504,2016-02-22 22:20:21.504,
Application_1891765084,A_Submitted,User_1,2016-02-22 22:20:22.139,2016-02-22 22:20:22.139,
Application_1891765084,A_Concept,User_1,2016-02-22 22:21:00.267,2016-02-22 22:21:00.267,
Application_1129378184,A_Create Application,User_1,2016-02-22 22:21:25.372,2016-02-22 22:21:25.372,
Application_1129378184,A_Submitted,User_1,2016-02-22 22:21:25.432,2016-02-22 22:21:25.432,
Application_1129378184,A_Concept,User_1,2016-02-22 22:22:59.601,2016-02-22 22:22:59.601,
Application_1003335792,A_Create Application,User_1,2016-02-22 22:46:59.766,2016-02-22 22:46:59.766,
Application_1003335792,A_Submitted,User_1,2016-02-22 22:46:59.802,2016-02-22 22:46:59.802,
Application_1003335792,A_Concept,User_1,2016-02-22 22:48:07.589,2016-02-22 22:48:07.589,
Application_627871647,A_Create Application,User_1,2016-02-22 23:36:56.072,2016-02-22 23:36:56.072,
Application_627871647,A_Submitted,User_1,2016-02-22 23:36:56.189,2016-02-22 23:36:56.189,
Application_627871647,A_Concept,User_1,2016-02-22 23:38:05.819,2016-02-22 23:38:05.819,
Application_1291416564,A_Validating,User_118,2016-02-23 07:59:07.970,2016-02-23 07:59:07.970,
Application_1896874442,A_Cancelled,User_1,2016-02-23 08:00:33.924,2016-02-23 08:00:33.924,
Application_1896874442,O_Cancelled,User_1,2016-02-23 08:00:33.950,2016-02-23 08:00:33.950,False
Application_771712321,A_Cancelled,User_1,2016-02-23 08:00:40.956,2016-02-23 08:00:40.956,
Application_771712321,O_Cancelled,User_1,2016-02-23 08:00:40.985,2016-02-23 08:00:40.985,False
Application_1414197002,A_Validating,User_118,2016-02-23 08:02:37.975,2016-02-23 08:02:37.975,
Application_583059905,A_Validating,User_114,2016-02-23 08:20:11.964,2016-02-23 08:20:11.964,
Application_583059905,O_Returned,User_114,2016-02-23 08:20:23.521,2016-02-23 08:20:23.521,
Application_115728304,W_Validate application,User_29,2016-02-23 08:28:36.764,2016-02-23 09:25:46.133,
Application_115728304,A_Validating,User_119,2016-02-23 08:28:36.835,2016-02-23 08:28:36.835,
Application_1506301906,A_Validating,User_119,2016-02-23 08:35:34.303,2016-02-23 08:35:34.303,
Application_2071261969,A_Create Application,User_68,2016-02-23 08:37:42.830,2016-02-23 08:37:42.830,
Application_2071261969,W_Complete application,User_68,2016-02-23 08:37:42.860,2016-02-23 08:48:53.654,
Application_2071261969,A_Concept,User_68,2016-02-23 08:37:42.863,2016-02-23 08:37:42.863,
Application_2071261969,A_Accepted,User_68,2016-02-23 08:42:41.620,2016-02-23 08:42:41.620,
Application_2071261969,O_Create Offer,User_68,2016-02-23 08:48:17.244,2016-02-23 08:48:17.244,
Application_2071261969,O_Created,User_68,2016-02-23 08:48:18.819,2016-02-23 08:48:18.819,
Application_2071261969,O_Sent (mail and online),User_68,2016-02-23 08:48:53.637,2016-02-23 08:48:53.637,
Application_2071261969,A_Complete,User_68,2016-02-23 08:48:53.669,2016-02-23 08:48:53.669,
Application_663369664,W_Validate application,User_99,2016-02-23 09:20:23.994,2016-02-24 11:30:45.357,
Application_663369664,A_Validating,User_117,2016-02-23 09:20:25.214,2016-02-23 09:20:25.214,
Application_663369664,O_Returned,User_117,2016-02-23 09:20:44.190,2016-02-23 09:20:44.190,
Application_124232458,A_Validating,User_118,2016-02-23 09:22:30.454,2016-02-23 09:22:30.454,
Application_124232458,O_Returned,User_118,2016-02-23 09:22:48.192,2016-02-23 09:22:48.192,
Application_365406602,A_Accepted,User_25,2016-02-23 09:25:15.278,2016-02-23 09:25:15.278,
Application_115728304,O_Accepted,User_29,2016-02-23 09:25:46.071,2016-02-23 09:25:46.071,True
Application_365406602,O_Create Offer,User_25,2016-02-23 09:28:50.499,2016-02-23 09:28:50.499,
Application_1832646712,O_Accepted,User_68,2016-02-23 09:28:51.518,2016-02-23 09:28:51.518,True
Application_365406602,O_Created,User_25,2016-02-23 09:28:52.586,2016-02-23 09:28:52.586,
Application_365406602,O_Sent (mail and online),User_25,2016-02-23 09:29:21.385,2016-02-23 09:29:21.385,
Application_365406602,A_Complete,User_25,2016-02-23 09:29:21.446,2016-02-23 09:29:21.446,
Application_311692591,W_Complete application,User_35,2016-02-23 09:30:29.205,2016-02-23 09:40:44.589,
Application_365406602,O_Create Offer,User_25,2016-02-23 09:31:20.395,2016-02-23 09:31:20.395,
Application_365406602,O_Created,User_25,2016-02-23 09:31:22.476,2016-02-23 09:31:22.476,
Application_365406602,O_Sent (mail and online),User_25,2016-02-23 09:31:39.977,2016-02-23 09:31:39.977,
Application_311692591,A_Accepted,User_35,2016-02-23 09:35:52.757,2016-02-23 09:35:52.757,
Application_921180093,W_Complete application,User_17,2016-02-23 09:37:29.875,2016-02-23 09:48:27.550,
Application_311692591,O_Create Offer,User_35,2016-02-23 09:40:31.857,2016-02-23 09:40:31.857,
Application_311692591,O_Created,User_35,2016-02-23 09:40:33.170,2016-02-23 09:40:33.170,
Application_311692591,O_Sent (mail and online),User_35,2016-02-23 09:40:44.573,2016-02-23 09:40:44.573,
Application_311692591,A_Complete,User_35,2016-02-23 09:40:44.601,2016-02-23 09:40:44.601,
Application_921180093,A_Accepted,User_17,2016-02-23 09:45:22.439,2016-02-23 09:45:22.439,
Application_921180093,O_Create Offer,User_17,2016-02-23 09:47:22.446,2016-02-23 09:47:22.446,
Application_921180093,O_Created,User_17,2016-02-23 09:47:23.756,2016-02-23 09:47:23.756,
Application_583059905,A_Incomplete,User_100,2016-02-23 09:47:52.181,2016-02-23 09:47:52.181,
Application_921180093,O_Sent (mail and online),User_17,2016-02-23 09:48:27.532,2016-02-23 09:48:27.532,
Application_921180093,A_Complete,User_17,2016-02-23 09:48:27.565,2016-02-23 09:48:27.565,
Application_186457936,A_Validating,User_117,2016-02-23 09:51:00.704,2016-02-23 09:51:00.704,
Application_186457936,O_Returned,User_117,2016-02-23 09:51:09.522,2016-02-23 09:51:09.522,
Application_835017760,W_Validate application,User_29,2016-02-23 09:52:29.349,2016-02-25 11:04:45.134,
Application_835017760,A_Validating,User_114,2016-02-23 09:52:30.475,2016-02-23 09:52:30.475,
Application_1674089102,W_Validate application,User_102,2016-02-23 09:52:42.796,2016-02-25 11:46:32.831,
Application_1674089102,A_Validating,User_118,2016-02-23 09:52:43.802,2016-02-23 09:52:43.802,
Application_835017760,O_Returned,User_114,2016-02-23 09:52:54.486,2016-02-23 09:52:54.486,
Application_1674089102,O_Returned,User_118,2016-02-23 09:53:06.729,2016-02-23 09:53:06.729,
Application_1700531600,W_Complete application,User_3,2016-02-23 09:53:43.384,2016-02-23 10:00:54.463,
Application_1700531600,A_Accepted,User_3,2016-02-23 09:58:59.952,2016-02-23 09:58:59.952,
Application_1700531600,O_Create Offer,User_3,2016-02-23 10:00:37.271,2016-02-23 10:00:37.271,
Application_1700531600,O_Created,User_3,2016-02-23 10:00:39.069,2016-02-23 10:00:39.069,
Application_1700531600,O_Sent (mail and online),User_3,2016-02-23 10:00:54.411,2016-02-23 10:00:54.411,
Application_1700531600,A_Complete,User_3,2016-02-23 10:00:54.484,2016-02-23 10:00:54.484,
Application_1648429118,W_Complete application,User_97,2016-02-23 10:11:38.097,2016-02-24 12:44:29.672,
Application_1692569477,W_Validate application,User_30,2016-02-23 10:12:13.368,2016-02-25 08:43:23.565,
Application_1692569477,A_Validating,User_118,2016-02-23 10:12:14.292,2016-02-23 10:12:14.292,
Application_1692569477,O_Returned,User_118,2016-02-23 10:12:37.995,2016-02-23 10:12:37.995,
Application_452976509,A_Incomplete,User_87,2016-02-23 10:21:07.402,2016-02-23 10:21:07.402,
Application_650341111,A_Incomplete,User_75,2016-02-23 10:25:14.820,2016-02-23 10:25:14.820,
Application_124232458,O_Accepted,User_90,2016-02-23 10:26:11.408,2016-02-23 10:26:11.408,True
Application_1566823764,A_Create Application,User_9,2016-02-23 10:29:20.500,2016-02-23 10:29:20.500,
Application_1566823764,W_Complete application,User_9,2016-02-23 10:29:20.516,2016-02-23 10:34:53.451,
Application_1566823764,A_Concept,User_9,2016-02-23 10:29:20.519,2016-02-23 10:29:20.519,
Application_1566823764,A_Accepted,User_9,2016-02-23 10:31:35.485,2016-02-23 10:31:35.485,
Application_1566823764,O_Create Offer,User_9,2016-02-23 10:34:28.903,2016-02-23 10:34:28.903,
Application_1566823764,O_Created,User_9,2016-02-23 10:34:30.346,2016-02-23 10:34:30.346,
Application_1566823764,O_Sent (mail and online),User_9,2016-02-23 10:34:53.433,2016-02-23 10:34:53.433,
Application_1566823764,A_Complete,User_9,2016-02-23 10:34:53.467,2016-02-23 10:34:53.467,
Application_879020593,A_Accepted,User_4,2016-02-23 10:35:08.160,2016-02-23 10:35:08.160,
Application_879020593,O_Create Offer,User_4,2016-02-23 10:35:55.624,2016-02-23 10:35:55.624,
Application_879020593,O_Created,User_4,2016-02-23 10:35:57.179,2016-02-23 10:35:57.179,
Application_879020593,O_Sent (mail and online),User_4,2016-02-23 10:36:57.164,2016-02-23 10:36:57.164,
Application_879020593,A_Complete,User_4,2016-02-23 10:36:57.193,2016-02-23 10:36:57.193,
Application_1528142708,O_Accepted,User_30,2016-02-23 10:40:15.785,2016-02-23 10:40:15.785,True
Application_210176751,W_Validate application,User_87,2016-02-23 10:43:37.964,2016-02-25 09:46:02.014,
Application_210176751,A_Validating,User_118,2016-02-23 10:43:38.702,2016-02-23 10:43:38.702,
Application_210176751,O_Returned,User_118,2016-02-23 10:43:52.193,2016-02-23 10:43:52.193,
Application_901986473,W_Complete application,User_3,2016-02-23 10:44:26.164,2016-02-23 10:57:28.886,
Application_1283580419,A_Create Application,User_4,2016-02-23 10:49:52.977,2016-02-23 10:49:52.977,
Application_1283580419,W_Complete application,User_4,2016-02-23 10:49:52.995,2016-02-23 10:55:13.803,
Application_1283580419,A_Concept,User_4,2016-02-23 10:49:52.999,2016-02-23 10:49:52.999,
Application_1283580419,A_Accepted,User_4,2016-02-23 10:51:35.093,2016-02-23 10:51:35.093,
Application_901986473,A_Accepted,User_3,2016-02-23 10:54:28.140,2016-02-23 10:54:28.140,
Application_1283580419,O_Create Offer,User_4,2016-02-23 10:54:43.999,2016-02-23 10:54:43.999,
Application_1283580419,O_Created,User_4,2016-02-23 10:54:45.270,2016-02-23 10:54:45.270,
Application_1283580419,O_Sent (mail and online),User_4,2016-02-23 10:55:13.786,2016-02-23 10:55:13.786,
Application_1283580419,A_Complete,User_4,2016-02-23 10:55:13.814,2016-02-23 10:55:13.814,
Application_662107856,W_Validate application,User_95,2016-02-23 10:55:46.539,2016-02-25 14:17:48.980,
Application_662107856,A_Validating,User_114,2016-02-23 10:55:47.522,2016-02-23 10:55:47.522,
Application_662107856,O_Returned,User_114,2016-02-23 10:56:09.942,2016-02-23 10:56:09.942,
Application_901986473,O_Create Offer,User_3,2016-02-23 10:57:15.198,2016-02-23 10:57:15.198,
Application_901986473,O_Created,User_3,2016-02-23 10:57:16.604,2016-02-23 10:57:16.604,
Application_901986473,O_Sent (mail and online),User_3,2016-02-23 10:57:28.869,2016-02-23 10:57:28.869,
Application_901986473,A_Complete,User_3,2016-02-23 10:57:28.897,2016-02-23 10:57:28.897,
Application_1045362302,A_Incomplete,User_30,2016-02-23 11:05:54.796,2016-02-23 11:05:54.796,
Application_867632887,A_Accepted,User_17,2016-02-23 11:16:18.090,2016-02-23 11:16:18.090,
Application_867632887,O_Create Offer,User_17,2016-02-23 11:17:23.148,2016-02-23 11:17:23.148,
Application_867632887,O_Created,User_17,2016-02-23 11:17:24.898,2016-02-23 11:17:24.898,
Application_867632887,O_Sent (mail and online),User_17,2016-02-23 11:19:38.692,2016-02-23 11:19:38.692,
Application_867632887,A_Complete,User_17,2016-02-23 11:19:38.756,2016-02-23 11:19:38.756,
Application_1173417893,A_Validating,User_119,2016-02-23 11:41:58.236,2016-02-23 11:41:58.236,
Application_1411339990,A_Create Application,User_1,2016-02-23 11:52:47.540,2016-02-23 11:52:47.540,
Application_1411339990,A_Submitted,User_1,2016-02-23 11:52:47.577,2016-02-23 11:52:47.577,
Application_1411339990,A_Concept,User_1,2016-02-23 11:53:40.822,2016-02-23 11:53:40.822,
Application_2055899498,A_Create Application,User_21,2016-02-23 11:53:44.032,2016-02-23 11:53:44.032,
Application_2055899498,W_Complete application,User_21,2016-02-23 11:53:44.076,2016-02-23 12:04:31.350,
Application_2055899498,A_Concept,User_21,2016-02-23 11:53:44.096,2016-02-23 11:53:44.096,
Application_2055899498,A_Accepted,User_21,2016-02-23 11:57:28.740,2016-02-23 11:57:28.740,
Application_8728751,W_Validate application,User_68,2016-02-23 12:03:22.366,2016-02-23 13:57:14.381,
Application_8728751,A_Validating,User_119,2016-02-23 12:03:22.440,2016-02-23 12:03:22.440,
Application_2055899498,O_Create Offer,User_21,2016-02-23 12:03:34.541,2016-02-23 12:03:34.541,
Application_2055899498,O_Created,User_21,2016-02-23 12:03:35.886,2016-02-23 12:03:35.886,
Application_2055899498,O_Sent (mail and online),User_21,2016-02-23 12:04:31.323,2016-02-23 12:04:31.323,
Application_2055899498,A_Complete,User_21,2016-02-23 12:04:31.361,2016-02-23 12:04:31.361,
Application_187078617,A_Accepted,User_38,2016-02-23 12:24:40.290,2016-02-23 12:24:40.290,
Application_187078617,O_Create Offer,User_38,2016-02-23 12:28:39.250,2016-02-23 12:28:39.250,
Application_187078617,O_Created,User_38,2016-02-23 12:28:41.156,2016-02-23 12:28:41.156,
Application_187078617,O_Sent (mail and online),User_38,2016-02-23 12:28:56.974,2016-02-23 12:28:56.974,
Application_187078617,A_Complete,User_38,2016-02-23 12:28:57.002,2016-02-23 12:28:57.002,
Application_1971781739,W_Complete application,User_35,2016-02-23 12:29:37.976,2016-02-23 12:38:53.812,
Application_1971781739,A_Accepted,User_35,2016-02-23 12:35:01.545,2016-02-23 12:35:01.545,
Application_1971781739,O_Create Offer,User_35,2016-02-23 12:38:38.917,2016-02-23 12:38:38.917,
Application_1971781739,O_Created,User_35,2016-02-23 12:38:40.390,2016-02-23 12:38:40.390,
Application_1971781739,O_Sent (mail and online),User_35,2016-02-23 12:38:53.723,2016-02-23 12:38:53.723,
Application_1971781739,A_Complete,User_35,2016-02-23 12:38:53.853,2016-02-23 12:38:53.853,
Application_1978782813,A_Validating,User_118,2016-02-23 12:40:07.291,2016-02-23 12:40:07.291,
Application_186457936,O_Accepted,User_115,2016-02-23 12:46:19.129,2016-02-23 12:46:19.129,True
Application_1291416564,O_Accepted,User_115,2016-02-23 12:48:56.979,2016-02-23 12:48:56.979,True
Application_1360435739,O_Accepted,User_99,2016-02-23 12:58:10.372,2016-02-23 12:58:10.372,True
Application_369263900,A_Accepted,User_28,2016-02-23 13:00:34.935,2016-02-23 13:00:34.935,
Application_369263900,O_Create Offer,User_28,2016-02-23 13:01:30.224,2016-02-23 13:01:30.224,
Application_369263900,O_Created,User_28,2016-02-23 13:01:31.603,2016-02-23 13:01:31.603,
Application_369263900,O_Sent (mail and online),User_28,2016-02-23 13:01:42.858,2016-02-23 13:01:42.858,
Application_369263900,A_Complete,User_28,2016-02-23 13:01:42.916,2016-02-23 13:01:42.916,
Application_1885328597,A_Incomplete,User_30,2016-02-23 13:05:23.010,2016-02-23 13:05:23.010,
Application_199885135,A_Accepted,User_28,2016-02-23 13:09:40.762,2016-02-23 13:09:40.762,
