caseid,activity,resource,ts
Application_1892186837,W_Complete application,User_24,2016-01-05 10:39:01.865
Application_1892186837,A_Concept,User_47,2016-01-05 10:39:01.868
Application_1892186837,W_Complete application,User_47,2016-01-05 10:39:10.713
Application_2118101879,A_Create Application,User_16,2016-01-05 11:14:11.329
Application_2118101879,A_Concept,User_16,2016-01-05 11:14:11.333
Application_2118101879,W_Complete application,User_16,2016-01-05 11:14:11.339
Application_2118101879,W_Complete application,User_16,2016-01-05 11:14:11.340
Application_2118101879,A_Accepted,User_16,2016-01-05 11:18:30.028
Application_2118101879,O_Create Offer,User_16,2016-01-05 11:21:35.413
Application_2118101879,O_Created,User_16,2016-01-05 11:21:36.745
Application_2118101879,O_Sent (mail and online),User_16,2016-01-05 11:21:47.236
Application_2118101879,W_Call after offers,User_16,2016-01-05 11:21:47.305
Application_2118101879,W_Call after offers,User_16,2016-01-05 11:21:47.309
Application_2118101879,A_Complete,User_16,2016-01-05 11:21:47.312
Application_2118101879,W_Call after offers,User_16,2016-01-05 11:22:59.146
Application_709929024,W_Complete application,User_24,2016-01-05 11:29:03.320
Application_709929024,W_Complete application,User_24,2016-01-05 11:29:09.395
Application_1892186837,W_Complete application,User_3,2016-01-05 11:37:12.930
Application_1892186837,W_Complete application,User_3,2016-01-05 11:37:16.592
Application_395903076,A_Accepted,User_7,2016-01-05 11:40:00.962
Application_395903076,O_Create Offer,User_7,2016-01-05 11:41:26.584
Application_395903076,O_Created,User_7,2016-01-05 11:41:27.854
Application_395903076,O_Sent (mail and online),User_7,2016-01-05 11:44:42.766
Application_395903076,W_Complete application,User_7,2016-01-05 11:44:42.782
Application_395903076,W_Call after offers,User_7,2016-01-05 11:44:42.790
Application_395903076,W_Call after offers,User_7,2016-01-05 11:44:42.794
Application_395903076,A_Complete,User_7,2016-01-05 11:44:42.796
Application_1754943309,A_Accepted,User_85,2016-01-05 11:44:47.068
Application_584603670,A_Accepted,User_4,2016-01-05 11:46:30.699
Application_1754943309,O_Create Offer,User_85,2016-01-05 11:46:31.032
Application_1754943309,O_Created,User_85,2016-01-05 11:46:32.530
Application_395903076,W_Call after offers,User_7,2016-01-05 11:46:34.735
Application_1259601023,A_Create Application,User_47,2016-01-05 11:46:40.644
Application_1259601023,A_Concept,User_47,2016-01-05 11:46:40.646
Application_1259601023,W_Complete application,User_47,2016-01-05 11:46:40.652
Application_1259601023,W_Complete application,User_37,2016-01-05 11:46:40.654
Application_1754943309,O_Sent (mail and online),User_85,2016-01-05 11:46:54.688
Application_1754943309,W_Complete application,User_85,2016-01-05 11:46:54.735
Application_1754943309,W_Call after offers,User_85,2016-01-05 11:46:54.762
Application_1754943309,W_Call after offers,User_85,2016-01-05 11:46:54.826
Application_1754943309,A_Complete,User_85,2016-01-05 11:46:54.836
Application_1259601023,W_Complete application,User_47,2016-01-05 11:46:58.600
Application_1754943309,W_Call after offers,User_85,2016-01-05 11:47:53.125
Application_584603670,O_Create Offer,User_4,2016-01-05 11:49:21.294
Application_584603670,O_Created,User_4,2016-01-05 11:49:22.495
Application_584603670,O_Sent (mail and online),User_4,2016-01-05 11:49:59.284
Application_584603670,W_Complete application,User_4,2016-01-05 11:49:59.301
Application_584603670,W_Call after offers,User_4,2016-01-05 11:49:59.308
Application_584603670,W_Call after offers,User_4,2016-01-05 11:49:59.310
Application_584603670,A_Complete,User_4,2016-01-05 11:49:59.313
Application_584603670,W_Call after offers,User_4,2016-01-05 11:53:58.646
Application_709929024,W_Complete application,User_24,2016-01-05 12:03:42.223
Application_709929024,W_Complete application,User_24,2016-01-05 12:03:49.107
Application_525275343,W_Complete application,User_3,2016-01-05 12:11:05.098
Application_525275343,W_Complete application,User_3,2016-01-05 12:12:19.526
Application_864903752,W_Complete application,User_71,2016-01-05 12:21:26.224
Application_864903752,W_Complete application,User_16,2016-01-05 12:26:18.099
Application_709929024,W_Complete application,User_3,2016-01-05 12:27:44.690
Application_709929024,W_Complete application,User_3,2016-01-05 12:30:03.203
Application_1413308979,W_Complete application,User_10,2016-01-05 12:30:22.403
Application_1413308979,W_Complete application,User_16,2016-01-05 12:31:36.497
Application_1892186837,W_Complete application,User_3,2016-01-05 13:06:13.718
Application_1892186837,W_Complete application,User_3,2016-01-05 13:06:29.448
Application_58755651,O_Create Offer,User_7,2016-01-05 13:14:44.094
Application_58755651,O_Created,User_7,2016-01-05 13:14:45.345
Application_58755651,O_Sent (online only),User_7,2016-01-05 13:15:29.345
Application_864903752,W_Complete application,User_71,2016-01-05 13:26:37.032
Application_864903752,A_Accepted,User_71,2016-01-05 13:35:09.157
Application_864903752,O_Create Offer,User_71,2016-01-05 13:38:02.012
Application_864903752,O_Created,User_71,2016-01-05 13:38:03.204
Application_864903752,O_Sent (mail and online),User_71,2016-01-05 13:39:23.657
Application_864903752,W_Call after offers,User_71,2016-01-05 13:39:23.681
Application_864903752,W_Call after offers,User_71,2016-01-05 13:39:23.683
Application_864903752,A_Complete,User_71,2016-01-05 13:39:23.685
Application_864903752,W_Call after offers,User_71,2016-01-05 13:42:16.263
Application_562322973,A_Create Application,User_1,2016-01-05 13:44:12.875
Application_562322973,A_Submitted,User_1,2016-01-05 13:44:12.912
Application_562322973,W_Handle leads,User_1,2016-01-05 13:44:13.269
Application_562322973,W_Handle leads,User_1,2016-01-05 13:44:59.624
Application_562322973,W_Complete application,User_1,2016-01-05 13:44:59.633
Application_562322973,A_Concept,User_1,2016-01-05 13:44:59.637
Application_505474597,O_Create Offer,User_85,2016-01-05 14:26:01.188
Application_505474597,O_Created,User_85,2016-01-05 14:26:02.575
Application_505474597,O_Sent (online only),User_85,2016-01-05 14:26:25.408
Application_1413308979,W_Complete application,User_10,2016-01-05 14:27:59.539
Application_1413308979,A_Accepted,User_10,2016-01-05 14:35:40.304
Application_1413308979,O_Create Offer,User_10,2016-01-05 14:38:22.147
Application_1413308979,O_Created,User_10,2016-01-05 14:38:23.398
Application_1413308979,O_Sent (mail and online),User_10,2016-01-05 14:38:37.944
Application_1413308979,W_Call after offers,User_10,2016-01-05 14:38:37.993
Application_1413308979,W_Call after offers,User_10,2016-01-05 14:38:38.004
Application_1413308979,A_Complete,User_10,2016-01-05 14:38:38.007
Application_1413308979,W_Call after offers,User_10,2016-01-05 14:39:30.102
Application_1277100580,A_Create Application,User_3,2016-01-05 14:48:39.449
Application_1277100580,W_Complete application,User_3,2016-01-05 14:48:39.456
Application_1277100580,W_Complete application,User_3,2016-01-05 14:48:39.458
Application_1277100580,A_Concept,User_3,2016-01-05 14:48:39.460
Application_1277100580,A_Accepted,User_3,2016-01-05 14:53:22.631
Application_1943199357,A_Create Application,User_1,2016-01-05 14:54:38.881
Application_1943199357,A_Submitted,User_1,2016-01-05 14:54:38.944
Application_1943199357,W_Handle leads,User_1,2016-01-05 14:54:39.115
Application_1462709587,A_Create Application,User_1,2016-01-05 14:55:35.429
Application_1462709587,A_Submitted,User_1,2016-01-05 14:55:35.477
Application_1462709587,W_Handle leads,User_1,2016-01-05 14:55:36.193
Application_1943199357,W_Handle leads,User_1,2016-01-05 14:56:29.658
Application_1943199357,W_Complete application,User_1,2016-01-05 14:56:29.688
Application_1943199357,A_Concept,User_1,2016-01-05 14:56:29.711
Application_1462709587,W_Handle leads,User_1,2016-01-05 14:57:14.783
Application_1462709587,W_Complete application,User_1,2016-01-05 14:57:14.790
Application_1462709587,A_Concept,User_1,2016-01-05 14:57:14.796
Application_1277100580,O_Create Offer,User_3,2016-01-05 14:57:18.972
Application_1277100580,O_Created,User_3,2016-01-05 14:57:20.152
Application_1277100580,O_Sent (mail and online),User_3,2016-01-05 14:57:30.854
Application_1277100580,W_Call after offers,User_3,2016-01-05 14:57:30.917
Application_1277100580,W_Call after offers,User_3,2016-01-05 14:57:30.919
Application_1277100580,A_Complete,User_3,2016-01-05 14:57:30.922
Application_1277100580,W_Call after offers,User_3,2016-01-05 14:59:01.174
Application_1195396325,A_Create Application,User_1,2016-01-05 15:02:20.105
Application_1195396325,A_Submitted,User_1,2016-01-05 15:02:20.140
Application_1195396325,W_Handle leads,User_1,2016-01-05 15:02:20.472
Application_1195396325,W_Handle leads,User_1,2016-01-05 15:03:04.847
Application_1195396325,W_Complete application,User_1,2016-01-05 15:03:04.869
Application_1195396325,A_Concept,User_1,2016-01-05 15:03:04.879
Application_2078020265,W_Complete application,User_24,2016-01-05 15:28:51.985
Application_369105792,W_Complete application,User_3,2016-01-05 15:33:35.017
Application_2078020265,A_Accepted,User_24,2016-01-05 15:33:56.631
Application_2078020265,O_Create Offer,User_24,2016-01-05 15:36:28.081
Application_2078020265,O_Created,User_24,2016-01-05 15:36:29.300
Application_2078020265,O_Sent (mail and online),User_24,2016-01-05 15:36:59.224
Application_2078020265,W_Call after offers,User_24,2016-01-05 15:36:59.274
Application_2078020265,W_Call after offers,User_24,2016-01-05 15:36:59.277
Application_2078020265,A_Complete,User_24,2016-01-05 15:36:59.280
Application_2078020265,W_Call after offers,User_24,2016-01-05 15:38:03.442
Application_369105792,A_Accepted,User_3,2016-01-05 15:40:48.216
Application_369105792,O_Create Offer,User_3,2016-01-05 15:42:10.191
Application_369105792,O_Created,User_3,2016-01-05 15:42:11.964
Application_369105792,O_Sent (mail and online),User_3,2016-01-05 15:42:25.536
Application_369105792,W_Call after offers,User_3,2016-01-05 15:42:25.557
Application_369105792,W_Call after offers,User_3,2016-01-05 15:42:25.559
Application_369105792,A_Complete,User_3,2016-01-05 15:42:25.561
Application_369105792,W_Call after offers,User_3,2016-01-05 15:46:31.843
Application_948906324,A_Create Application,User_1,2016-01-05 15:56:35.768
Application_948906324,A_Submitted,User_1,2016-01-05 15:56:35.802
Application_948906324,W_Handle leads,User_1,2016-01-05 15:56:35.974
Application_948906324,W_Handle leads,User_1,2016-01-05 15:58:36.346
Application_948906324,W_Complete application,User_1,2016-01-05 15:58:36.362
Application_948906324,A_Concept,User_1,2016-01-05 15:58:36.375
Application_1931792282,A_Create Application,User_1,2016-01-05 15:59:08.621
Application_1931792282,A_Submitted,User_1,2016-01-05 15:59:08.664
Application_1931792282,W_Handle leads,User_1,2016-01-05 15:59:08.882
Application_1931792282,W_Handle leads,User_1,2016-01-05 16:00:07.021
Application_1931792282,W_Complete application,User_1,2016-01-05 16:00:07.043
Application_1931792282,A_Concept,User_1,2016-01-05 16:00:07.056
Application_275338795,A_Create Application,User_7,2016-01-05 16:02:12.317
Application_275338795,W_Complete application,User_7,2016-01-05 16:02:12.337
Application_275338795,W_Complete application,User_7,2016-01-05 16:02:12.345
Application_275338795,A_Concept,User_7,2016-01-05 16:02:12.349
Application_167944225,W_Complete application,User_3,2016-01-05 16:06:08.034
Application_167944225,W_Complete application,User_3,2016-01-05 16:07:06.949
Application_1290239114,W_Complete application,User_3,2016-01-05 16:07:16.896
Application_275338795,A_Accepted,User_7,2016-01-05 16:10:45.135
Application_1290239114,A_Accepted,User_3,2016-01-05 16:12:04.230
Application_1290239114,O_Create Offer,User_3,2016-01-05 16:13:07.826
Application_1290239114,O_Created,User_3,2016-01-05 16:13:09.056
Application_1290239114,O_Sent (mail and online),User_3,2016-01-05 16:13:24.698
Application_1290239114,W_Call after offers,User_3,2016-01-05 16:13:24.719
Application_1290239114,W_Call after offers,User_3,2016-01-05 16:13:24.721
Application_1290239114,A_Complete,User_3,2016-01-05 16:13:24.723
Application_1290239114,W_Call after offers,User_3,2016-01-05 16:14:09.631
Application_275338795,O_Create Offer,User_7,2016-01-05 16:16:04.646
Application_275338795,O_Created,User_7,2016-01-05 16:16:05.877
Application_58755651,O_Create Offer,User_85,2016-01-05 16:18:15.542
Application_58755651,O_Created,User_85,2016-01-05 16:18:16.846
Application_58755651,O_Sent (online only),User_85,2016-01-05 16:18:27.748
Application_275338795,O_Sent (mail and online),User_7,2016-01-05 16:21:14.228
Application_275338795,W_Call after offers,User_7,2016-01-05 16:21:14.266
Application_275338795,W_Call after offers,User_7,2016-01-05 16:21:14.271
Application_275338795,A_Complete,User_7,2016-01-05 16:21:14.274
Application_275338795,W_Call after offers,User_7,2016-01-05 16:28:25.352
Application_1310063638,W_Complete application,User_71,2016-01-05 16:38:32.444
Application_1310063638,W_Complete application,User_71,2016-01-05 16:40:13.368
Application_1310063638,W_Complete application,User_71,2016-01-05 16:40:39.390
Application_1310063638,W_Complete application,User_71,2016-01-05 16:40:53.302
Application_1892186837,W_Complete application,User_24,2016-01-05 16:47:07.522
Application_1428307326,W_Complete application,User_71,2016-01-05 16:49:58.412
Application_1892186837,A_Accepted,User_24,2016-01-05 16:53:30.675
Application_1428307326,W_Complete application,User_71,2016-01-05 16:54:20.017
Application_1603124379,O_Create Offer,User_3,2016-01-05 16:56:24.582
Application_1603124379,O_Created,User_3,2016-01-05 16:56:25.955
Application_1603124379,O_Sent (mail and online),User_3,2016-01-05 16:56:38.989
Application_1892186837,O_Create Offer,User_24,2016-01-05 16:56:42.206
Application_1892186837,O_Created,User_24,2016-01-05 16:56:43.596
Application_1892186837,O_Sent (mail and online),User_24,2016-01-05 16:57:04.867
Application_1892186837,W_Call after offers,User_24,2016-01-05 16:57:04.904
Application_1892186837,W_Call after offers,User_24,2016-01-05 16:57:04.907
Application_1892186837,A_Complete,User_24,2016-01-05 16:57:04.909
Application_1310063638,A_Accepted,User_74,2016-01-05 17:14:49.034
Application_1746133767,W_Complete application,User_37,2016-01-05 17:16:20.415
Application_1746133767,W_Complete application,User_37,2016-01-05 17:18:44.400
Application_1310063638,O_Create Offer,User_74,2016-01-05 17:19:07.560
Application_1310063638,O_Created,User_74,2016-01-05 17:19:09.120
Application_1310063638,O_Sent (mail and online),User_74,2016-01-05 17:25:03.543
Application_1310063638,W_Complete application,User_74,2016-01-05 17:25:03.559
Application_1310063638,W_Call after offers,User_74,2016-01-05 17:25:03.566
Application_1310063638,W_Call after offers,User_74,2016-01-05 17:25:03.568
Application_1310063638,A_Complete,User_74,2016-01-05 17:25:03.570
Application_1310063638,W_Call after offers,User_74,2016-01-05 17:25:07.011
Application_822724921,O_Create Offer,User_4,2016-01-05 17:26:55.045
Application_822724921,O_Created,User_4,2016-01-05 17:26:56.413
Application_822724921,O_Sent (mail and online),User_4,2016-01-05 17:27:13.596
Application_1251541081,A_Create Application,User_14,2016-01-05 17:30:55.985
Application_1251541081,W_Complete application,User_14,2016-01-05 17:30:55.992
Application_1251541081,W_Complete application,User_14,2016-01-05 17:30:55.995
Application_1251541081,A_Concept,User_14,2016-01-05 17:30:55.996
Application_1251541081,A_Accepted,User_14,2016-01-05 17:33:26.027
Application_167944225,A_Accepted,User_10,2016-01-05 17:33:33.843
Application_1251541081,O_Create Offer,User_14,2016-01-05 17:34:29.538
Application_1251541081,O_Created,User_14,2016-01-05 17:34:30.869
Application_1251541081,O_Sent (mail and online),User_14,2016-01-05 17:34:41.779
Application_1251541081,W_Call after offers,User_14,2016-01-05 17:34:41.801
Application_1251541081,W_Call after offers,User_14,2016-01-05 17:34:41.804
Application_1251541081,A_Complete,User_14,2016-01-05 17:34:41.807
Application_167944225,O_Create Offer,User_10,2016-01-05 17:36:18.513
Application_167944225,O_Created,User_10,2016-01-05 17:36:19.647
Application_1251541081,W_Call after offers,User_14,2016-01-05 17:36:28.612
Application_167944225,O_Sent (mail and online),User_10,2016-01-05 17:39:06.458
Application_167944225,W_Complete application,User_10,2016-01-05 17:39:06.475
Application_167944225,W_Call after offers,User_10,2016-01-05 17:39:06.482
Application_167944225,W_Call after offers,User_10,2016-01-05 17:39:06.485
Application_167944225,A_Complete,User_10,2016-01-05 17:39:06.488
Application_167944225,W_Call after offers,User_10,2016-01-05 17:42:17.081
Application_1674281629,O_Create Offer,User_4,2016-01-05 17:54:33.943
Application_1674281629,O_Created,User_4,2016-01-05 17:54:35.156
Application_1674281629,O_Sent (mail and online),User_4,2016-01-05 17:54:45.720
Application_1765204099,O_Create Offer,User_4,2016-01-05 18:09:23.037
Application_1765204099,O_Created,User_4,2016-01-05 18:09:24.529
Application_1765204099,O_Sent (mail and online),User_4,2016-01-05 18:09:37.068
Application_505474597,O_Create Offer,User_4,2016-01-05 18:10:52.409
Application_505474597,O_Created,User_4,2016-01-05 18:10:53.848
Application_505474597,O_Sent (mail and online),User_4,2016-01-05 18:11:06.454
Application_190984886,A_Create Application,User_1,2016-01-05 18:19:51.151
Application_190984886,A_Submitted,User_1,2016-01-05 18:19:51.191
Application_190984886,W_Handle leads,User_1,2016-01-05 18:19:51.532
Application_190984886,W_Handle leads,User_1,2016-01-05 18:21:05.106
Application_190984886,W_Complete application,User_1,2016-01-05 18:21:05.120
Application_190984886,A_Concept,User_1,2016-01-05 18:21:05.130
Application_525275343,A_Accepted,User_10,2016-01-05 18:32:27.051
Application_525275343,O_Create Offer,User_10,2016-01-05 18:33:17.385
Application_525275343,O_Created,User_10,2016-01-05 18:33:18.755
Application_525275343,O_Sent (mail and online),User_10,2016-01-05 18:34:15.450
Application_525275343,W_Complete application,User_10,2016-01-05 18:34:15.465
Application_525275343,W_Call after offers,User_10,2016-01-05 18:34:15.472
Application_525275343,W_Call after offers,User_10,2016-01-05 18:34:15.475
Application_525275343,A_Complete,User_10,2016-01-05 18:34:15.478
Application_525275343,W_Call after offers,User_10,2016-01-05 18:35:36.976
Application_1428307326,A_Accepted,User_71,2016-01-05 18:58:53.978
Application_1428307326,O_Create Offer,User_71,2016-01-05 19:00:16.655
Application_1428307326,O_Created,User_71,2016-01-05 19:00:17.923
Application_1428307326,O_Sent (mail and online),User_71,2016-01-05 19:00:39.866
Application_1428307326,W_Complete application,User_71,2016-01-05 19:00:39.880
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:00:39.887
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:00:39.889
Application_1428307326,A_Complete,User_71,2016-01-05 19:00:39.891
Application_1428307326,W_Call after offers,User_71,2016-01-05 19:05:05.378
Application_864903752,O_Create Offer,User_14,2016-01-05 19:09:05.616
Application_864903752,O_Created,User_14,2016-01-05 19:09:06.789
Application_864903752,O_Sent (mail and online),User_14,2016-01-05 19:09:19.738
Application_2063036518,A_Create Application,User_4,2016-01-05 19:55:29.469
Application_2063036518,A_Concept,User_4,2016-01-05 19:55:29.471
Application_2063036518,W_Complete application,User_4,2016-01-05 19:55:29.476
Application_2063036518,W_Complete application,User_4,2016-01-05 19:55:29.478
Application_2063036518,W_Complete application,User_4,2016-01-05 19:55:41.149
Application_829714042,A_Create Application,User_1,2016-01-05 21:02:22.961
Application_829714042,A_Submitted,User_1,2016-01-05 21:02:23.017
Application_829714042,W_Handle leads,User_1,2016-01-05 21:02:23.340
Application_829714042,W_Handle leads,User_1,2016-01-05 21:04:03.611
Application_829714042,W_Complete application,User_1,2016-01-05 21:04:03.619
Application_829714042,A_Concept,User_1,2016-01-05 21:04:03.623
Application_2012524282,A_Create Application,User_1,2016-01-05 21:35:31.022
Application_2012524282,A_Submitted,User_1,2016-01-05 21:35:31.087
Application_2012524282,W_Handle leads,User_1,2016-01-05 21:35:31.415
Application_2012524282,W_Handle leads,User_1,2016-01-05 21:36:38.487
Application_2012524282,W_Complete application,User_1,2016-01-05 21:36:38.496
Application_2012524282,A_Concept,User_1,2016-01-05 21:36:38.502
Application_74089970,A_Create Application,User_1,2016-01-05 21:44:41.346
Application_74089970,A_Submitted,User_1,2016-01-05 21:44:41.383
Application_74089970,W_Handle leads,User_1,2016-01-05 21:44:42.012
Application_74089970,W_Handle leads,User_1,2016-01-05 21:46:09.942
Application_74089970,W_Complete application,User_1,2016-01-05 21:46:09.949
Application_74089970,A_Concept,User_1,2016-01-05 21:46:09.954
Application_1892186837,W_Call after offers,User_1,2016-01-06 00:00:03.193
Application_1892186837,W_Call after offers,User_1,2016-01-06 00:00:03.198
Application_1892186837,W_Call after offers,User_1,2016-01-06 00:00:03.203
Application_1892186837,W_Call after offers,User_1,2016-01-06 00:00:03.208
Application_144264435,A_Create Application,User_1,2016-01-06 07:21:04.248
Application_144264435,A_Submitted,User_1,2016-01-06 07:21:04.323
Application_144264435,W_Handle leads,User_1,2016-01-06 07:21:04.573
Application_144264435,W_Handle leads,User_1,2016-01-06 07:21:38.771
Application_144264435,W_Complete application,User_1,2016-01-06 07:21:38.805
Application_144264435,A_Concept,User_1,2016-01-06 07:21:38.812
Application_2005183817,A_Create Application,User_30,2016-01-06 08:08:44.746
Application_2005183817,W_Complete application,User_30,2016-01-06 08:08:44.786
Application_2005183817,W_Complete application,User_30,2016-01-06 08:08:44.808
Application_2005183817,A_Concept,User_30,2016-01-06 08:08:44.821
Application_2005183817,A_Accepted,User_30,2016-01-06 08:17:08.913
Application_2005183817,O_Create Offer,User_30,2016-01-06 08:18:40.741
Application_2005183817,O_Created,User_30,2016-01-06 08:18:42.188
Application_2005183817,O_Sent (mail and online),User_30,2016-01-06 08:18:58.211
Application_2005183817,W_Call after offers,User_30,2016-01-06 08:18:58.240
Application_2005183817,W_Call after offers,User_30,2016-01-06 08:18:58.243
Application_2005183817,A_Complete,User_30,2016-01-06 08:18:58.247
Application_2005183817,W_Validate application,User_30,2016-01-06 08:19:32.486
Application_2005183817,W_Validate application,User_30,2016-01-06 08:19:32.488
Application_2005183817,A_Validating,User_30,2016-01-06 08:19:33.741
Application_2005183817,O_Returned,User_30,2016-01-06 08:19:36.797
Application_2005183817,W_Call incomplete files,User_30,2016-01-06 08:25:07.907
Application_2005183817,W_Call incomplete files,User_30,2016-01-06 08:25:07.910
Application_2005183817,A_Incomplete,User_30,2016-01-06 08:25:07.913
Application_2005183817,W_Call incomplete files,User_30,2016-01-06 08:25:15.867
Application_19324985,W_Complete application,User_49,2016-01-06 09:04:13.606
Application_19324985,W_Complete application,User_49,2016-01-06 09:06:25.031
Application_1363165385,A_Create Application,User_1,2016-01-06 09:26:52.291
Application_1363165385,A_Submitted,User_1,2016-01-06 09:26:52.408
Application_1363165385,W_Handle leads,User_1,2016-01-06 09:26:52.738
Application_1120819670,W_Call after offers,User_11,2016-01-06 09:27:25.743
Application_1120819670,W_Call after offers,User_11,2016-01-06 09:27:47.956
Application_1363165385,W_Handle leads,User_1,2016-01-06 09:28:01.575
Application_1363165385,W_Complete application,User_1,2016-01-06 09:28:01.641
Application_1363165385,A_Concept,User_1,2016-01-06 09:28:01.663
Application_1259601023,W_Complete application,User_15,2016-01-06 09:45:45.427
Application_369105792,A_Cancelled,User_110,2016-01-06 09:50:04.825
Application_369105792,O_Cancelled,User_110,2016-01-06 09:50:04.865
Application_369105792,W_Call after offers,User_110,2016-01-06 09:50:04.878
Application_369105792,End,End,2016-01-06 09:50:05.878
Application_1259601023,A_Accepted,User_15,2016-01-06 09:54:00.234
Application_1259601023,O_Create Offer,User_15,2016-01-06 10:01:18.916
Application_1259601023,O_Created,User_15,2016-01-06 10:01:20.119
Application_1691306052,W_Call after offers,User_11,2016-01-06 10:03:54.964
Application_1259601023,W_Complete application,User_15,2016-01-06 10:03:57.852
Application_1691306052,W_Call after offers,User_11,2016-01-06 10:04:21.232
Application_2005183817,W_Call incomplete files,User_2,2016-01-06 10:09:54.990
Application_2005183817,W_Call incomplete files,User_2,2016-01-06 10:13:06.234
Application_493034835,W_Call after offers,User_11,2016-01-06 10:28:26.298
Application_493034835,W_Call after offers,User_11,2016-01-06 10:28:56.754
Application_2005183817,O_Create Offer,User_28,2016-01-06 10:49:20.117
Application_2005183817,O_Created,User_28,2016-01-06 10:49:21.753
Application_2005183817,O_Sent (online only),User_28,2016-01-06 10:51:47.145
Application_1266995739,W_Call after offers,User_11,2016-01-06 10:55:20.786
Application_1266995739,W_Call after offers,User_11,2016-01-06 10:55:43.055
Application_1878239836,W_Call after offers,User_11,2016-01-06 10:55:46.892
Application_1878239836,W_Call after offers,User_11,2016-01-06 10:56:10.962
Application_1096831814,O_Create Offer,User_2,2016-01-06 11:09:39.007
Application_1096831814,O_Created,User_2,2016-01-06 11:09:40.195
Application_1096831814,O_Sent (mail and online),User_2,2016-01-06 11:09:53.376
Application_180547487,W_Call after offers,User_11,2016-01-06 11:31:54.327
Application_180547487,W_Call after offers,User_11,2016-01-06 11:32:23.208
Application_1259601023,W_Complete application,User_110,2016-01-06 11:33:26.446
Application_948906324,W_Complete application,User_49,2016-01-06 11:38:54.979
Application_1259601023,W_Complete application,User_110,2016-01-06 11:41:36.512
Application_19324985,A_Accepted,User_28,2016-01-06 11:41:49.722
Application_1259601023,W_Complete application,User_15,2016-01-06 11:43:21.676
Application_19324985,O_Create Offer,User_28,2016-01-06 11:44:34.795
Application_19324985,O_Created,User_28,2016-01-06 11:44:36.215
Application_19324985,O_Sent (mail and online),User_28,2016-01-06 11:44:47.965
Application_19324985,W_Complete application,User_28,2016-01-06 11:44:48.004
Application_19324985,W_Call after offers,User_28,2016-01-06 11:44:48.021
Application_19324985,W_Call after offers,User_28,2016-01-06 11:44:48.027
Application_19324985,A_Complete,User_28,2016-01-06 11:44:48.032
Application_19324985,W_Call after offers,User_28,2016-01-06 11:46:14.626
Application_948906324,A_Accepted,User_49,2016-01-06 11:46:55.553
Application_948906324,O_Create Offer,User_49,2016-01-06 11:48:53.354
Application_948906324,O_Created,User_49,2016-01-06 11:48:54.467
Application_948906324,O_Sent (mail and online),User_49,2016-01-06 11:50:43.634
Application_948906324,W_Call after offers,User_49,2016-01-06 11:50:43.656
Application_948906324,W_Call after offers,User_49,2016-01-06 11:50:43.660
Application_948906324,A_Complete,User_49,2016-01-06 11:50:43.661
Application_1259601023,O_Cancelled,User_15,2016-01-06 11:50:55.924
Application_1259601023,O_Create Offer,User_15,2016-01-06 11:51:06.755
Application_1259601023,O_Created,User_15,2016-01-06 11:51:07.989
Application_948906324,W_Call after offers,User_49,2016-01-06 11:51:23.841
Application_1259601023,W_Complete application,User_15,2016-01-06 11:53:47.443
Application_1259601023,W_Complete application,User_15,2016-01-06 11:53:54.686
Application_1259601023,W_Complete application,User_15,2016-01-06 11:54:11.739
Application_562322973,W_Complete application,User_15,2016-01-06 11:55:36.887
Application_562322973,W_Complete application,User_15,2016-01-06 11:57:23.404
Application_562322973,A_Accepted,User_14,2016-01-06 12:23:26.285
Application_1195396325,W_Complete application,User_110,2016-01-06 12:25:11.014
Application_562322973,O_Create Offer,User_14,2016-01-06 12:29:00.786
Application_562322973,O_Created,User_14,2016-01-06 12:29:02.190
Application_562322973,O_Create Offer,User_14,2016-01-06 12:29:34.961
Application_562322973,O_Created,User_14,2016-01-06 12:29:36.386
Application_562322973,O_Sent (mail and online),User_14,2016-01-06 12:29:49.195
Application_562322973,O_Sent (mail and online),User_14,2016-01-06 12:29:49.197
Application_562322973,W_Complete application,User_14,2016-01-06 12:29:49.210
Application_562322973,W_Call after offers,User_14,2016-01-06 12:29:49.217
Application_562322973,W_Call after offers,User_14,2016-01-06 12:29:49.219
Application_562322973,A_Complete,User_14,2016-01-06 12:29:49.221
Application_562322973,W_Call after offers,User_14,2016-01-06 12:34:37.025
Application_1195396325,A_Accepted,User_110,2016-01-06 12:35:23.818
Application_1195396325,O_Create Offer,User_110,2016-01-06 12:37:01.550
Application_1195396325,O_Created,User_110,2016-01-06 12:37:02.854
Application_1195396325,O_Sent (mail and online),User_110,2016-01-06 12:37:13.110
Application_1195396325,W_Call after offers,User_110,2016-01-06 12:37:13.132
Application_1195396325,W_Call after offers,User_110,2016-01-06 12:37:13.135
Application_1195396325,A_Complete,User_110,2016-01-06 12:37:13.138
Application_1195396325,W_Call after offers,User_110,2016-01-06 12:39:31.840
Application_1979284304,A_Create Application,User_17,2016-01-06 13:07:53.720
Application_1979284304,A_Concept,User_17,2016-01-06 13:07:53.723
Application_1979284304,W_Complete application,User_17,2016-01-06 13:07:53.728
Application_1979284304,W_Complete application,User_17,2016-01-06 13:07:53.730
Application_1979284304,A_Accepted,User_17,2016-01-06 13:11:21.579
