caseid,activity,resource,ts
Application_1823839445,W_Complete application,User_4,2016-02-06 15:26:48.821
Application_1823839445,W_Complete application,User_13,2016-02-06 15:29:08.111
Application_326714383,W_Complete application,User_5,2016-02-06 15:36:41.768
Application_326714383,W_Complete application,User_5,2016-02-06 15:37:36.417
Application_326714383,A_Accepted,User_38,2016-02-06 15:51:05.887
Application_326714383,O_Create Offer,User_38,2016-02-06 15:53:14.806
Application_326714383,O_Created,User_38,2016-02-06 15:53:15.954
Application_326714383,O_Sent (mail and online),User_38,2016-02-06 15:53:26.926
Application_326714383,W_Complete application,User_38,2016-02-06 15:53:26.941
Application_326714383,W_Call after offers,User_38,2016-02-06 15:53:26.948
Application_326714383,W_Call after offers,User_38,2016-02-06 15:53:26.951
Application_326714383,A_Complete,User_38,2016-02-06 15:53:26.953
Application_326714383,W_Call after offers,User_38,2016-02-06 15:56:11.303
Application_1208698592,A_Create Application,User_1,2016-02-08 08:48:54.671
Application_1208698592,A_Submitted,User_1,2016-02-08 08:48:54.724
Application_1208698592,W_Handle leads,User_1,2016-02-08 08:48:55.170
Application_1208698592,W_Handle leads,User_1,2016-02-08 08:49:35.650
Application_1208698592,W_Complete application,User_1,2016-02-08 08:49:35.658
Application_1208698592,A_Concept,User_1,2016-02-08 08:49:35.664
Application_482734996,W_Call after offers,User_113,2016-02-08 08:52:23.624
Application_482734996,W_Validate application,User_113,2016-02-08 08:52:23.630
Application_482734996,W_Validate application,User_113,2016-02-08 08:52:23.633
Application_482734996,A_Validating,User_113,2016-02-08 08:52:24.496
Application_482734996,O_Returned,User_113,2016-02-08 08:52:35.960
Application_482734996,W_Validate application,User_113,2016-02-08 09:02:09.035
Application_482734996,O_Accepted,User_102,2016-02-08 09:38:09.454
Application_482734996,A_Pending,User_102,2016-02-08 09:38:09.457
Application_482734996,W_Validate application,User_102,2016-02-08 09:38:09.460
Application_482734996,End,End,2016-02-08 09:38:10.460
Application_601552538,A_Create Application,User_17,2016-02-08 10:26:51.424
Application_601552538,A_Concept,User_17,2016-02-08 10:26:51.429
Application_601552538,W_Complete application,User_17,2016-02-08 10:26:51.439
Application_601552538,W_Complete application,User_7,2016-02-08 10:26:51.442
Application_601552538,W_Complete application,User_17,2016-02-08 10:27:15.854
Application_717836535,W_Call after offers,User_120,2016-02-08 10:30:47.675
Application_717836535,W_Validate application,User_120,2016-02-08 10:30:47.681
Application_717836535,W_Validate application,User_109,2016-02-08 10:30:47.683
Application_717836535,A_Validating,User_120,2016-02-08 10:30:49.435
Application_717836535,O_Returned,User_120,2016-02-08 10:30:53.878
Application_717836535,W_Validate application,User_120,2016-02-08 10:35:29.573
Application_1752344676,A_Create Application,User_17,2016-02-08 12:08:53.447
Application_1752344676,A_Concept,User_17,2016-02-08 12:08:53.451
Application_1752344676,W_Complete application,User_17,2016-02-08 12:08:53.460
Application_1752344676,W_Complete application,User_17,2016-02-08 12:08:53.466
Application_1752344676,W_Complete application,User_17,2016-02-08 12:09:46.578
Application_479135373,A_Create Application,User_17,2016-02-08 12:18:01.739
Application_479135373,A_Concept,User_17,2016-02-08 12:18:01.743
Application_479135373,W_Complete application,User_17,2016-02-08 12:18:01.756
Application_479135373,W_Complete application,User_17,2016-02-08 12:18:01.758
Application_479135373,W_Complete application,User_17,2016-02-08 12:18:22.541
Application_1659153236,W_Call after offers,User_13,2016-02-08 12:44:20.155
Application_1659153236,W_Call after offers,User_13,2016-02-08 12:53:23.116
Application_450352828,A_Create Application,User_13,2016-02-08 13:12:48.866
Application_450352828,A_Concept,User_13,2016-02-08 13:12:48.870
Application_450352828,W_Complete application,User_13,2016-02-08 13:12:48.879
Application_450352828,W_Complete application,User_13,2016-02-08 13:12:48.882
Application_450352828,W_Complete application,User_13,2016-02-08 13:13:35.747
Application_417974324,W_Call after offers,User_118,2016-02-08 13:39:28.693
Application_417974324,W_Validate application,User_118,2016-02-08 13:39:28.706
Application_417974324,W_Validate application,User_29,2016-02-08 13:39:28.710
Application_417974324,A_Validating,User_118,2016-02-08 13:39:29.551
Application_417974324,O_Returned,User_118,2016-02-08 13:39:48.208
Application_417974324,W_Validate application,User_118,2016-02-08 13:41:05.884
Application_1121166421,W_Call after offers,User_120,2016-02-08 13:45:52.023
Application_1121166421,W_Validate application,User_120,2016-02-08 13:45:52.028
Application_1121166421,W_Validate application,User_120,2016-02-08 13:45:52.030
Application_1121166421,A_Validating,User_120,2016-02-08 13:45:52.956
Application_1121166421,O_Returned,User_120,2016-02-08 13:46:00.915
Application_1400938454,W_Call after offers,User_118,2016-02-08 13:49:11.503
Application_1400938454,W_Validate application,User_118,2016-02-08 13:49:11.534
Application_1400938454,W_Validate application,User_109,2016-02-08 13:49:11.538
Application_1400938454,A_Validating,User_118,2016-02-08 13:49:12.300
Application_1400938454,O_Returned,User_118,2016-02-08 13:49:29.579
Application_1121166421,W_Validate application,User_120,2016-02-08 13:50:10.908
Application_1400938454,W_Validate application,User_118,2016-02-08 13:50:46.942
Application_1415098372,W_Call after offers,User_118,2016-02-08 13:51:29.819
Application_1415098372,W_Validate application,User_118,2016-02-08 13:51:29.825
Application_1415098372,W_Validate application,User_109,2016-02-08 13:51:29.828
Application_1415098372,A_Validating,User_118,2016-02-08 13:51:30.685
Application_1415098372,O_Returned,User_118,2016-02-08 13:51:45.287
Application_1415098372,W_Validate application,User_118,2016-02-08 13:52:39.003
Application_2070526377,A_Create Application,User_13,2016-02-08 15:17:57.956
Application_2070526377,A_Concept,User_13,2016-02-08 15:17:57.959
Application_2070526377,W_Complete application,User_13,2016-02-08 15:17:57.965
Application_2070526377,W_Complete application,User_13,2016-02-08 15:17:57.967
Application_2070526377,W_Complete application,User_13,2016-02-08 15:18:21.637
Application_1823839445,W_Complete application,User_28,2016-02-09 09:50:12.012
Application_1823839445,W_Complete application,User_28,2016-02-09 09:57:39.076
Application_1823839445,W_Complete application,User_28,2016-02-09 10:01:12.771
Application_1823839445,W_Complete application,User_28,2016-02-09 10:03:27.921
Application_547763286,A_Create Application,User_35,2016-02-09 10:13:23.552
Application_547763286,W_Complete application,User_35,2016-02-09 10:13:23.563
Application_547763286,W_Complete application,User_35,2016-02-09 10:13:23.566
Application_547763286,A_Concept,User_35,2016-02-09 10:13:23.569
Application_547763286,A_Accepted,User_35,2016-02-09 10:15:03.675
Application_547763286,W_Complete application,User_35,2016-02-09 10:22:55.361
Application_1823839445,W_Complete application,User_38,2016-02-09 12:30:09.229
Application_1823839445,W_Complete application,User_38,2016-02-09 12:30:26.228
Application_1208698592,W_Complete application,User_26,2016-02-09 12:40:28.426
Application_952744464,W_Validate application,User_87,2016-02-09 12:41:55.066
Application_952744464,W_Validate application,User_87,2016-02-09 12:42:00.590
Application_1991350312,W_Call after offers,User_5,2016-02-09 12:44:12.273
Application_1991350312,W_Call after offers,User_5,2016-02-09 12:44:36.933
Application_952744464,W_Validate application,User_115,2016-02-09 12:52:24.269
Application_1208698592,W_Complete application,User_26,2016-02-09 12:53:21.560
Application_952744464,W_Validate application,User_115,2016-02-09 13:01:25.221
Application_1823839445,W_Complete application,User_4,2016-02-09 13:06:00.297
Application_1823839445,A_Accepted,User_4,2016-02-09 13:08:34.799
Application_1823839445,O_Create Offer,User_4,2016-02-09 13:09:40.912
Application_1823839445,O_Created,User_4,2016-02-09 13:09:42.298
Application_1823839445,O_Sent (mail and online),User_4,2016-02-09 13:10:05.625
Application_1823839445,W_Call after offers,User_4,2016-02-09 13:10:05.660
Application_1823839445,W_Call after offers,User_4,2016-02-09 13:10:05.664
Application_1823839445,A_Complete,User_4,2016-02-09 13:10:05.666
Application_1823839445,W_Call after offers,User_4,2016-02-09 13:12:34.147
Application_952744464,W_Validate application,User_115,2016-02-09 13:23:25.133
Application_952744464,O_Accepted,User_115,2016-02-09 13:39:01.380
Application_952744464,A_Pending,User_115,2016-02-09 13:39:01.384
Application_952744464,End,End,2016-02-09 13:39:02.384
Application_1886066901,A_Create Application,User_74,2016-02-09 14:47:27.260
Application_1886066901,A_Concept,User_74,2016-02-09 14:47:27.263
Application_1886066901,W_Complete application,User_74,2016-02-09 14:47:27.273
Application_1886066901,W_Complete application,User_74,2016-02-09 14:47:27.275
Application_1886066901,A_Accepted,User_74,2016-02-09 14:53:18.560
Application_1886066901,O_Create Offer,User_74,2016-02-09 14:55:52.039
Application_1886066901,O_Created,User_74,2016-02-09 14:55:53.912
Application_1886066901,O_Sent (mail and online),User_74,2016-02-09 14:56:11.287
Application_1886066901,W_Call after offers,User_74,2016-02-09 14:56:11.343
Application_1886066901,W_Call after offers,User_74,2016-02-09 14:56:11.346
Application_1886066901,A_Complete,User_74,2016-02-09 14:56:11.349
Application_1886066901,W_Call after offers,User_74,2016-02-09 14:58:24.673
Application_362583184,W_Call after offers,User_5,2016-02-09 15:24:58.581
Application_362583184,W_Call after offers,User_5,2016-02-09 15:25:38.935
Application_1208698592,W_Complete application,User_49,2016-02-09 15:36:48.082
Application_1208698592,W_Complete application,User_49,2016-02-09 15:40:08.335
Application_1611522764,W_Call after offers,User_5,2016-02-09 15:51:38.781
Application_1611522764,W_Call after offers,User_5,2016-02-09 15:52:11.510
Application_1208698592,A_Accepted,User_74,2016-02-09 16:39:05.938
Application_1208698592,O_Create Offer,User_74,2016-02-09 16:40:55.967
Application_1208698592,O_Created,User_74,2016-02-09 16:40:57.262
Application_1208698592,O_Sent (mail and online),User_74,2016-02-09 16:41:31.011
Application_1208698592,W_Complete application,User_74,2016-02-09 16:41:31.026
Application_1208698592,W_Call after offers,User_74,2016-02-09 16:41:31.032
Application_1208698592,W_Call after offers,User_74,2016-02-09 16:41:31.033
Application_1208698592,A_Complete,User_74,2016-02-09 16:41:31.035
Application_2070526377,A_Accepted,User_7,2016-02-09 20:10:13.019
Application_2070526377,O_Create Offer,User_7,2016-02-09 20:17:57.169
Application_2070526377,O_Created,User_7,2016-02-09 20:17:58.643
Application_2070526377,O_Sent (mail and online),User_7,2016-02-09 20:21:07.497
Application_2070526377,W_Complete application,User_7,2016-02-09 20:21:07.658
Application_2070526377,W_Call after offers,User_7,2016-02-09 20:21:07.681
Application_2070526377,W_Call after offers,User_7,2016-02-09 20:21:07.690
Application_2070526377,A_Complete,User_7,2016-02-09 20:21:07.695
Application_2070526377,W_Call after offers,User_7,2016-02-09 20:25:52.513
Application_1752344676,W_Complete application,User_22,2016-02-09 20:26:18.027
Application_1752344676,W_Complete application,User_22,2016-02-09 20:27:41.555
Application_1752344676,A_Accepted,User_7,2016-02-09 20:48:21.538
Application_1752344676,O_Create Offer,User_7,2016-02-09 20:59:21.954
Application_1752344676,O_Created,User_7,2016-02-09 20:59:23.833
Application_1752344676,O_Sent (mail and online),User_7,2016-02-09 21:03:38.330
Application_1752344676,W_Complete application,User_7,2016-02-09 21:03:38.346
Application_1752344676,W_Call after offers,User_7,2016-02-09 21:03:38.353
Application_1752344676,W_Call after offers,User_7,2016-02-09 21:03:38.356
Application_1752344676,A_Complete,User_7,2016-02-09 21:03:38.359
Application_1752344676,W_Call after offers,User_7,2016-02-09 21:05:59.590
Application_1208698592,W_Call after offers,User_1,2016-02-10 00:00:20.867
Application_1208698592,W_Call after offers,User_1,2016-02-10 00:00:20.875
Application_1208698592,W_Call after offers,User_1,2016-02-10 00:00:20.883
Application_1208698592,W_Call after offers,User_1,2016-02-10 00:00:20.891
Application_1019084704,A_Create Application,User_1,2016-02-10 07:55:39.520
Application_1019084704,A_Submitted,User_1,2016-02-10 07:55:39.562
Application_1019084704,W_Handle leads,User_1,2016-02-10 07:55:39.790
Application_1019084704,W_Handle leads,User_141,2016-02-10 08:27:35.668
Application_1019084704,W_Handle leads,User_141,2016-02-10 08:32:29.758
Application_1019084704,W_Complete application,User_141,2016-02-10 08:34:52.555
Application_1019084704,W_Complete application,User_141,2016-02-10 08:34:52.556
Application_1019084704,A_Concept,User_141,2016-02-10 08:34:52.560
Application_1019084704,W_Complete application,User_141,2016-02-10 08:34:59.322
Application_601552538,W_Complete application,User_7,2016-02-10 09:04:57.799
Application_787086837,W_Call after offers,User_3,2016-02-10 09:05:15.777
Application_787086837,W_Call after offers,User_3,2016-02-10 09:05:38.793
Application_601552538,A_Accepted,User_7,2016-02-10 09:11:36.356
Application_601552538,O_Create Offer,User_7,2016-02-10 09:14:59.522
Application_601552538,O_Created,User_7,2016-02-10 09:15:00.827
Application_601552538,O_Sent (mail and online),User_7,2016-02-10 09:19:25.802
Application_601552538,W_Call after offers,User_7,2016-02-10 09:19:25.859
Application_601552538,W_Call after offers,User_7,2016-02-10 09:19:25.863
Application_601552538,A_Complete,User_7,2016-02-10 09:19:25.866
Application_601552538,W_Call after offers,User_7,2016-02-10 09:21:01.556
Application_326714383,W_Call after offers,User_3,2016-02-10 10:22:26.641
Application_326714383,W_Call after offers,User_3,2016-02-10 10:22:50.278
Application_479135373,W_Complete application,User_3,2016-02-10 12:11:17.171
Application_479135373,W_Complete application,User_3,2016-02-10 12:12:43.644
Application_233617580,A_Create Application,User_36,2016-02-10 13:36:06.751
Application_233617580,W_Complete application,User_36,2016-02-10 13:36:06.769
Application_233617580,W_Complete application,User_36,2016-02-10 13:36:06.772
Application_233617580,A_Concept,User_36,2016-02-10 13:36:06.774
Application_233617580,A_Accepted,User_36,2016-02-10 13:43:31.610
Application_233617580,O_Create Offer,User_36,2016-02-10 13:50:51.720
Application_233617580,O_Created,User_36,2016-02-10 13:50:52.905
Application_479135373,A_Accepted,User_25,2016-02-10 13:53:53.591
Application_233617580,O_Create Offer,User_36,2016-02-10 13:54:53.870
Application_233617580,O_Created,User_36,2016-02-10 13:54:55.270
Application_233617580,O_Sent (mail and online),User_36,2016-02-10 13:55:11.127
Application_233617580,O_Sent (mail and online),User_36,2016-02-10 13:55:11.130
Application_233617580,W_Call after offers,User_36,2016-02-10 13:55:11.159
Application_233617580,W_Call after offers,User_36,2016-02-10 13:55:11.162
Application_233617580,A_Complete,User_36,2016-02-10 13:55:11.165
Application_479135373,O_Create Offer,User_25,2016-02-10 13:58:04.052
Application_479135373,O_Created,User_25,2016-02-10 13:58:05.317
Application_479135373,O_Sent (mail and online),User_25,2016-02-10 13:58:30.894
Application_479135373,W_Complete application,User_25,2016-02-10 13:58:30.908
Application_479135373,W_Call after offers,User_25,2016-02-10 13:58:30.915
Application_479135373,W_Call after offers,User_25,2016-02-10 13:58:30.918
Application_479135373,A_Complete,User_25,2016-02-10 13:58:30.919
Application_479135373,W_Call after offers,User_25,2016-02-10 14:01:04.697
Application_450352828,W_Complete application,User_37,2016-02-10 14:05:54.940
Application_450352828,W_Complete application,User_37,2016-02-10 14:07:37.826
Application_233617580,W_Call after offers,User_36,2016-02-10 14:13:16.826
Application_717836535,W_Validate application,User_109,2016-02-10 14:29:14.523
Application_717836535,O_Accepted,User_109,2016-02-10 14:45:39.716
Application_717836535,A_Pending,User_109,2016-02-10 14:45:39.753
Application_717836535,End,End,2016-02-10 14:45:40.753
Application_417974324,W_Validate application,User_87,2016-02-11 07:17:25.141
Application_417974324,W_Validate application,User_87,2016-02-11 07:17:30.206
Application_1121166421,W_Validate application,User_87,2016-02-11 07:18:11.792
Application_1121166421,W_Validate application,User_87,2016-02-11 07:18:16.531
Application_1400938454,W_Validate application,User_87,2016-02-11 07:18:28.985
Application_1400938454,W_Validate application,User_87,2016-02-11 07:18:34.348
Application_1415098372,W_Validate application,User_87,2016-02-11 07:19:15.261
Application_1415098372,W_Validate application,User_87,2016-02-11 07:19:19.646
Application_1991350312,W_Call after offers,User_113,2016-02-11 09:49:56.964
Application_1991350312,W_Validate application,User_113,2016-02-11 09:49:56.971
Application_1991350312,W_Validate application,User_113,2016-02-11 09:49:56.973
Application_1991350312,A_Validating,User_113,2016-02-11 09:49:57.870
Application_1991350312,O_Returned,User_113,2016-02-11 09:50:14.590
Application_1991350312,W_Validate application,User_113,2016-02-11 09:53:04.105
Application_362583184,W_Call after offers,User_117,2016-02-11 10:20:24.539
Application_362583184,W_Validate application,User_117,2016-02-11 10:20:24.545
Application_362583184,W_Validate application,User_117,2016-02-11 10:20:24.547
Application_362583184,A_Validating,User_117,2016-02-11 10:20:25.664
Application_362583184,O_Returned,User_117,2016-02-11 10:20:34.723
Application_362583184,W_Validate application,User_117,2016-02-11 10:31:07.492
Application_450352828,A_Accepted,User_16,2016-02-11 10:40:55.171
Application_450352828,O_Create Offer,User_16,2016-02-11 10:42:18.701
Application_450352828,O_Created,User_16,2016-02-11 10:42:19.939
Application_450352828,O_Sent (mail and online),User_16,2016-02-11 10:42:42.684
Application_450352828,W_Complete application,User_16,2016-02-11 10:42:42.708
Application_450352828,W_Call after offers,User_16,2016-02-11 10:42:42.721
Application_450352828,W_Call after offers,User_16,2016-02-11 10:42:42.724
Application_450352828,A_Complete,User_16,2016-02-11 10:42:42.727
Application_450352828,W_Call after offers,User_16,2016-02-11 10:43:24.694
Application_401615569,O_Create Offer,User_37,2016-02-11 10:56:19.621
Application_401615569,O_Created,User_37,2016-02-11 10:56:21.192
Application_401615569,O_Sent (mail and online),User_37,2016-02-11 10:57:26.624
Application_401615569,W_Complete application,User_37,2016-02-11 10:57:26.638
Application_401615569,W_Call after offers,User_37,2016-02-11 10:57:26.648
Application_401615569,W_Call after offers,User_37,2016-02-11 10:57:26.658
Application_401615569,A_Complete,User_37,2016-02-11 10:57:26.661
Application_401615569,W_Call after offers,User_37,2016-02-11 11:03:28.615
Application_1400938454,W_Validate application,User_49,2016-02-11 11:04:12.378
Application_1400938454,W_Validate application,User_49,2016-02-11 11:04:52.614
Application_1415098372,W_Validate application,User_109,2016-02-11 11:07:45.927
Application_1415098372,O_Accepted,User_109,2016-02-11 11:23:48.597
Application_1415098372,A_Pending,User_109,2016-02-11 11:23:48.601
Application_1415098372,End,End,2016-02-11 11:23:49.601
Application_1400938454,W_Validate application,User_109,2016-02-11 11:24:35.413
Application_1193470902,A_Create Application,User_73,2016-02-11 11:24:55.373
Application_1193470902,W_Complete application,User_73,2016-02-11 11:24:55.451
Application_1193470902,W_Complete application,User_73,2016-02-11 11:24:55.476
Application_1193470902,A_Concept,User_73,2016-02-11 11:24:55.500
Application_1193470902,A_Accepted,User_73,2016-02-11 11:26:57.604
Application_1193470902,O_Create Offer,User_73,2016-02-11 11:29:19.934
Application_1193470902,O_Created,User_73,2016-02-11 11:29:21.457
Application_1193470902,O_Sent (mail and online),User_73,2016-02-11 11:29:35.738
Application_1193470902,W_Call after offers,User_73,2016-02-11 11:29:35.774
Application_1193470902,W_Call after offers,User_73,2016-02-11 11:29:35.778
Application_1193470902,A_Complete,User_73,2016-02-11 11:29:35.781
Application_1193470902,W_Call after offers,User_73,2016-02-11 11:36:49.705
Application_1400938454,A_Denied,User_109,2016-02-11 11:43:13.074
Application_1400938454,O_Refused,User_109,2016-02-11 11:43:13.130
Application_1400938454,End,End,2016-02-11 11:43:14.130
Application_1019084704,W_Complete application,User_73,2016-02-11 12:22:35.794
Application_1019084704,W_Complete application,User_73,2016-02-11 12:23:43.280
Application_1121166421,W_Validate application,User_109,2016-02-11 13:25:51.624
Application_1121166421,W_Validate application,User_109,2016-02-11 14:29:40.935
Application_1991350312,O_Accepted,User_102,2016-02-11 14:41:06.935
Application_1991350312,A_Pending,User_102,2016-02-11 14:41:06.939
Application_1991350312,W_Validate application,User_102,2016-02-11 14:41:06.943
Application_1991350312,O_Cancelled,User_102,2016-02-11 14:41:06.957
Application_1991350312,End,End,2016-02-11 14:41:07.957
Application_2020636571,A_Create Application,User_73,2016-02-11 14:49:44.209
Application_2020636571,A_Concept,User_73,2016-02-11 14:49:44.211
Application_2020636571,W_Complete application,User_73,2016-02-11 14:49:44.225
Application_2020636571,W_Complete application,User_73,2016-02-11 14:49:44.226
Application_2020636571,A_Accepted,User_73,2016-02-11 14:50:18.656
Application_2020636571,W_Complete application,User_73,2016-02-11 14:50:59.967
Application_54944838,A_Create Application,User_73,2016-02-11 14:54:42.598
Application_54944838,A_Concept,User_73,2016-02-11 14:54:42.601
Application_54944838,W_Complete application,User_73,2016-02-11 14:54:42.607
Application_54944838,W_Complete application,User_27,2016-02-11 14:54:42.609
Application_54944838,A_Accepted,User_73,2016-02-11 14:55:28.884
Application_54944838,W_Complete application,User_73,2016-02-11 14:55:59.331
Application_417974324,W_Validate application,User_29,2016-02-11 15:01:04.051
Application_1121166421,A_Denied,User_109,2016-02-11 15:10:18.553
Application_1121166421,O_Refused,User_109,2016-02-11 15:10:18.580
Application_1121166421,W_Validate application,User_109,2016-02-11 15:10:18.590
Application_1121166421,End,End,2016-02-11 15:10:19.590
Application_417974324,O_Accepted,User_29,2016-02-11 15:12:41.661
Application_417974324,A_Pending,User_29,2016-02-11 15:12:41.670
Application_417974324,End,End,2016-02-11 15:12:42.670
Application_362583184,O_Accepted,User_102,2016-02-11 15:20:01.102
Application_362583184,A_Pending,User_102,2016-02-11 15:20:01.107
Application_362583184,W_Validate application,User_102,2016-02-11 15:20:01.117
Application_362583184,End,End,2016-02-11 15:20:02.117
Application_1185248307,A_Cancelled,User_1,2016-02-12 08:00:52.361
Application_1185248307,O_Cancelled,User_1,2016-02-12 08:00:52.390
Application_1185248307,W_Call after offers,User_1,2016-02-12 08:00:52.401
Application_1185248307,End,End,2016-02-12 08:00:53.401
Application_1611522764,W_Call after offers,User_117,2016-02-12 10:11:31.075
Application_1611522764,W_Validate application,User_117,2016-02-12 10:11:31.081
Application_1611522764,W_Validate application,User_117,2016-02-12 10:11:31.083
Application_1611522764,A_Validating,User_117,2016-02-12 10:11:31.932
Application_1611522764,O_Returned,User_117,2016-02-12 10:11:39.703
Application_1611522764,W_Validate application,User_117,2016-02-12 10:16:45.203
Application_1141179580,A_Create Application,User_31,2016-02-12 11:30:50.048
Application_1141179580,W_Complete application,User_31,2016-02-12 11:30:50.056
Application_1141179580,W_Complete application,User_31,2016-02-12 11:30:50.059
Application_1141179580,A_Concept,User_31,2016-02-12 11:30:50.061
Application_1141179580,A_Accepted,User_31,2016-02-12 11:36:37.494
Application_1141179580,O_Create Offer,User_31,2016-02-12 11:47:34.845
Application_1141179580,O_Created,User_31,2016-02-12 11:47:36.331
Application_1141179580,O_Sent (mail and online),User_31,2016-02-12 11:49:16.021
Application_1141179580,W_Call after offers,User_31,2016-02-12 11:49:16.043
Application_1141179580,W_Call after offers,User_31,2016-02-12 11:49:16.045
Application_1141179580,A_Complete,User_31,2016-02-12 11:49:16.047
Application_1141179580,W_Call after offers,User_31,2016-02-12 11:54:00.889
Application_983226435,A_Create Application,User_19,2016-02-12 15:19:16.447
Application_983226435,W_Complete application,User_19,2016-02-12 15:19:16.457
Application_983226435,W_Complete application,User_19,2016-02-12 15:19:16.459
Application_983226435,A_Concept,User_19,2016-02-12 15:19:16.462
Application_983226435,A_Accepted,User_19,2016-02-12 15:21:26.297
Application_983226435,O_Create Offer,User_19,2016-02-12 15:28:22.825
Application_983226435,O_Created,User_19,2016-02-12 15:28:24.303
Application_983226435,O_Sent (mail and online),User_19,2016-02-12 15:29:36.190
Application_983226435,W_Call after offers,User_19,2016-02-12 15:29:36.213
Application_983226435,W_Call after offers,User_19,2016-02-12 15:29:36.215
Application_983226435,A_Complete,User_19,2016-02-12 15:29:36.217
Application_983226435,W_Call after offers,User_19,2016-02-12 15:31:28.331
Application_1611522764,O_Accepted,User_115,2016-02-12 15:46:13.605
Application_1611522764,A_Pending,User_115,2016-02-12 15:46:13.608
Application_1611522764,W_Validate application,User_115,2016-02-12 15:46:13.611
Application_1611522764,End,End,2016-02-12 15:46:14.611
Application_1377965187,A_Create Application,User_92,2016-02-12 15:54:57.550
Application_1377965187,A_Concept,User_92,2016-02-12 15:54:57.559
Application_1377965187,W_Complete application,User_92,2016-02-12 15:54:57.573
Application_1377965187,W_Complete application,User_92,2016-02-12 15:54:57.576
Application_1377965187,A_Accepted,User_92,2016-02-12 15:55:30.737
Application_1377965187,O_Create Offer,User_92,2016-02-12 16:00:34.275
Application_1377965187,O_Created,User_92,2016-02-12 16:00:35.686
Application_1377965187,W_Complete application,User_92,2016-02-12 16:02:47.296
Application_1377965187,O_Sent (online only),User_29,2016-02-12 16:15:44.324
Application_1377965187,W_Complete application,User_29,2016-02-12 16:15:44.339
Application_1377965187,W_Call after offers,User_29,2016-02-12 16:15:44.346
Application_1377965187,W_Call after offers,User_29,2016-02-12 16:15:44.349
Application_1377965187,A_Complete,User_29,2016-02-12 16:15:44.351
Application_1377965187,W_Validate application,User_29,2016-02-12 16:15:49.021
Application_1377965187,W_Validate application,User_29,2016-02-12 16:15:49.024
Application_1377965187,A_Validating,User_29,2016-02-12 16:15:50.260
Application_1377965187,O_Returned,User_29,2016-02-12 16:15:52.801
Application_1377965187,W_Validate application,User_29,2016-02-12 16:20:19.919
Application_1960710654,A_Create Application,User_31,2016-02-12 16:33:15.151
Application_1960710654,W_Complete application,User_31,2016-02-12 16:33:15.160
Application_1960710654,W_Complete application,User_31,2016-02-12 16:33:15.163
Application_1960710654,A_Concept,User_31,2016-02-12 16:33:15.165
Application_1377965187,W_Validate application,User_29,2016-02-12 16:33:40.504
Application_1377965187,W_Validate application,User_29,2016-02-12 16:33:48.903
Application_1960710654,A_Accepted,User_31,2016-02-12 16:38:26.503
Application_1960710654,W_Complete application,User_31,2016-02-12 16:43:20.959
Application_1960710654,O_Create Offer,User_38,2016-02-12 17:12:56.659
Application_1960710654,O_Created,User_38,2016-02-12 17:12:58.153
Application_1960710654,O_Sent (mail and online),User_38,2016-02-12 17:13:14.804
Application_1960710654,W_Complete application,User_38,2016-02-12 17:13:14.819
Application_1960710654,W_Call after offers,User_38,2016-02-12 17:13:14.827
Application_1960710654,W_Call after offers,User_38,2016-02-12 17:13:14.829
Application_1960710654,A_Complete,User_38,2016-02-12 17:13:14.830
Application_1960710654,W_Call after offers,User_38,2016-02-12 17:15:58.126
Application_1377965187,W_Validate application,User_29,2016-02-12 17:21:23.275
Application_1377965187,W_Validate application,User_29,2016-02-12 17:22:51.579
Application_1377965187,W_Validate application,User_29,2016-02-12 17:23:01.051
Application_1377965187,W_Validate application,User_29,2016-02-12 17:23:26.676
Application_1377965187,W_Validate application,User_29,2016-02-12 17:24:34.693
Application_1377965187,O_Accepted,User_29,2016-02-12 17:25:00.330
Application_1377965187,A_Pending,User_29,2016-02-12 17:25:00.333
Application_1377965187,End,End,2016-02-12 17:25:01.333
Application_1261348817,A_Cancelled,User_1,2016-02-13 08:00:35.890
Application_1261348817,O_Cancelled,User_1,2016-02-13 08:00:37.046
Application_1261348817,W_Call after offers,User_1,2016-02-13 08:00:37.357
Application_1261348817,End,End,2016-02-13 08:00:38.357
Application_2020636571,W_Complete application,User_24,2016-02-13 11:17:31.437
Application_2020636571,W_Complete application,User_24,2016-02-13 11:19:40.730
Application_54944838,W_Complete application,User_44,2016-02-13 11:38:44.803
Application_54944838,W_Complete application,User_44,2016-02-13 11:39:08.325
Application_54944838,W_Complete application,User_22,2016-02-13 11:40:38.283
Application_54944838,W_Complete application,User_22,2016-02-13 11:56:52.632
Application_54944838,W_Complete application,User_24,2016-02-13 12:11:41.631
Application_54944838,W_Complete application,User_24,2016-02-13 12:13:20.977
Application_54944838,W_Complete application,User_24,2016-02-13 12:14:25.582
Application_54944838,W_Complete application,User_24,2016-02-13 12:16:01.972
Application_54944838,W_Complete application,User_27,2016-02-13 12:40:43.044
Application_54944838,O_Create Offer,User_27,2016-02-13 12:46:21.288
Application_54944838,O_Created,User_27,2016-02-13 12:46:22.572
Application_54944838,O_Sent (mail and online),User_27,2016-02-13 12:46:34.017
Application_54944838,W_Call after offers,User_27,2016-02-13 12:46:34.043
Application_54944838,W_Call after offers,User_27,2016-02-13 12:46:34.045
Application_54944838,A_Complete,User_27,2016-02-13 12:46:34.047
Application_54944838,W_Call after offers,User_27,2016-02-13 12:51:00.830
