Case ID,Activity,Complete Timestamp,Variant,Variant index,lifecycle:transition
54,Assess eligibility,2017-11-12 12:12:01.204,Variant 3,3,complete
54,Reject application,2017-11-12 12:37:28.479,Variant 3,3,complete
54,End,2017-11-12 14:18:28.782,Variant 3,3,End
54,end_event_Loan application rejected,2017-11-12 14:18:28.782,Variant 3,3,complete
55,Start,2017-11-13 17:45:47.134,Variant 5,5,Start
55,Start,2017-11-13 17:45:47.134,Variant 5,5,Start
55,start_event_Loan  application received,2017-11-13 17:45:47.134,Variant 5,5,complete
55,Check  application  form completeness,2017-11-13 19:51:42.932,Variant 5,5,complete
55,Return application back to applicant,2017-11-13 21:45:20.739,Variant 5,5,complete
55,Receive updated application,2017-11-13 21:47:35.312,Variant 5,5,complete
56,start_event_Loan  application received,2017-11-13 22:52:14.075,Variant 25,25,complete
56,Start,2017-11-13 22:52:14.075,Variant 25,25,Start
56,Start,2017-11-13 22:52:14.075,Variant 25,25,Start
56,Check  application  form completeness,2017-11-13 22:52:36.991,Variant 25,25,complete
55,Check  application  form completeness,2017-11-13 23:04:25.458,Variant 5,5,complete
56,Return application back to applicant,2017-11-13 23:46:01.552,Variant 25,25,complete
56,Receive updated application,2017-11-13 23:53:40.449,Variant 25,25,complete
56,Check  application  form completeness,2017-11-14 00:22:10.364,Variant 25,25,complete
56,Return application back to applicant,2017-11-14 00:23:48.673,Variant 25,25,complete
55,Check credit history,2017-11-14 00:42:31.072,Variant 5,5,complete
56,Receive updated application,2017-11-14 00:47:13.811,Variant 25,25,complete
55,Appraise property,2017-11-14 01:49:28.897,Variant 5,5,complete
55,Assess loan risk,2017-11-14 02:55:19.925,Variant 5,5,complete
55,Assess eligibility,2017-11-14 03:21:28.174,Variant 5,5,complete
55,Reject application,2017-11-14 03:30:23.080,Variant 5,5,complete
55,End,2017-11-14 03:36:57.116,Variant 5,5,End
55,end_event_Loan application rejected,2017-11-14 03:36:57.116,Variant 5,5,complete
56,Check  application  form completeness,2017-11-14 04:22:51.763,Variant 25,25,complete
56,Check credit history,2017-11-14 04:46:54.512,Variant 25,25,complete
56,Appraise property,2017-11-14 05:42:36.382,Variant 25,25,complete
56,Assess loan risk,2017-11-14 05:50:55.073,Variant 25,25,complete
56,Assess eligibility,2017-11-14 06:08:50.477,Variant 25,25,complete
56,Check if home insurance quote is requested,2017-11-14 06:38:33.019,Variant 25,25,complete
56,Send home insurance quote,2017-11-14 06:45:09.279,Variant 25,25,complete
56,Verify repayment agreement,2017-11-14 07:06:13.395,Variant 25,25,complete
56,Approve application,2017-11-14 07:31:50.336,Variant 25,25,complete
56,end_event_Loan  application approved,2017-11-14 07:40:59.823,Variant 25,25,complete
56,End,2017-11-14 07:40:59.823,Variant 25,25,End
57,start_event_Loan  application received,2017-11-14 17:45:11.120,Variant 1,1,complete
57,Start,2017-11-14 17:45:11.120,Variant 1,1,Start
57,Start,2017-11-14 17:45:11.120,Variant 1,1,Start
57,Check  application  form completeness,2017-11-14 18:52:47.770,Variant 1,1,complete
57,Appraise property,2017-11-14 18:57:33.641,Variant 1,1,complete
57,Check credit history,2017-11-14 20:20:47.926,Variant 1,1,complete
57,Assess loan risk,2017-11-14 20:44:13.174,Variant 1,1,complete
57,Assess eligibility,2017-11-14 21:13:10.155,Variant 1,1,complete
57,Reject application,2017-11-14 21:35:36.908,Variant 1,1,complete
57,end_event_Loan application rejected,2017-11-15 00:02:01.409,Variant 1,1,complete
57,End,2017-11-15 00:02:01.409,Variant 1,1,End
58,Start,2017-11-16 00:51:08.973,Variant 43,43,Start
58,Start,2017-11-16 00:51:08.973,Variant 43,43,Start
58,start_event_Loan  application received,2017-11-16 00:51:08.973,Variant 43,43,complete
58,Check  application  form completeness,2017-11-16 00:53:14.724,Variant 43,43,complete
58,Return application back to applicant,2017-11-16 01:31:20.695,Variant 43,43,complete
58,Receive updated application,2017-11-16 02:04:53.911,Variant 43,43,complete
59,Start,2017-11-16 02:23:45.370,Variant 19,19,Start
59,start_event_Loan  application received,2017-11-16 02:23:45.370,Variant 19,19,complete
59,Start,2017-11-16 02:23:45.370,Variant 19,19,Start
59,Check  application  form completeness,2017-11-16 03:01:09.951,Variant 19,19,complete
58,Check  application  form completeness,2017-11-16 03:20:11.654,Variant 43,43,complete
59,Return application back to applicant,2017-11-16 03:31:04.612,Variant 19,19,complete
58,Return application back to applicant,2017-11-16 03:46:52.130,Variant 43,43,complete
58,Receive updated application,2017-11-16 04:05:51.450,Variant 43,43,complete
58,Check  application  form completeness,2017-11-16 04:20:36.142,Variant 43,43,complete
58,Return application back to applicant,2017-11-16 04:50:13.146,Variant 43,43,complete
59,Receive updated application,2017-11-16 04:50:20.322,Variant 19,19,complete
58,Receive updated application,2017-11-16 05:11:34.855,Variant 43,43,complete
59,Check  application  form completeness,2017-11-16 06:29:57.186,Variant 19,19,complete
59,Appraise property,2017-11-16 07:12:26.941,Variant 19,19,complete
58,Check  application  form completeness,2017-11-16 08:09:09.252,Variant 43,43,complete
59,Check credit history,2017-11-16 08:20:56.858,Variant 19,19,complete
59,Assess loan risk,2017-11-16 08:26:38.418,Variant 19,19,complete
58,Return application back to applicant,2017-11-16 08:32:17.459,Variant 43,43,complete
58,Receive updated application,2017-11-16 08:45:27.605,Variant 43,43,complete
59,Assess eligibility,2017-11-16 09:04:46.673,Variant 19,19,complete
58,Check  application  form completeness,2017-11-16 09:30:33.143,Variant 43,43,complete
58,Return application back to applicant,2017-11-16 10:04:40.774,Variant 43,43,complete
59,Check if home insurance quote is requested,2017-11-16 10:49:32.554,Variant 19,19,complete
58,Receive updated application,2017-11-16 11:15:57.349,Variant 43,43,complete
59,Send home insurance quote,2017-11-16 11:47:10.275,Variant 19,19,complete
59,Verify repayment agreement,2017-11-16 12:03:45.055,Variant 19,19,complete
58,Check  application  form completeness,2017-11-16 13:28:18.228,Variant 43,43,complete
58,Appraise property,2017-11-16 14:25:51.098,Variant 43,43,complete
59,Cancel application,2017-11-16 14:27:46.422,Variant 19,19,complete
59,End,2017-11-16 14:30:21.224,Variant 19,19,End
59,end_event_Loan  application canceled,2017-11-16 14:30:21.224,Variant 19,19,complete
60,Start,2017-11-16 15:47:28.126,Variant 38,38,Start
60,Start,2017-11-16 15:47:28.126,Variant 38,38,Start
60,start_event_Loan  application received,2017-11-16 15:47:28.126,Variant 38,38,complete
60,Check  application  form completeness,2017-11-16 16:06:36.390,Variant 38,38,complete
58,Check credit history,2017-11-16 16:20:57.805,Variant 43,43,complete
58,Assess loan risk,2017-11-16 16:27:23.628,Variant 43,43,complete
58,Assess eligibility,2017-11-16 16:57:09.782,Variant 43,43,complete
60,Return application back to applicant,2017-11-16 17:22:09.980,Variant 38,38,complete
58,Reject application,2017-11-16 17:32:26.189,Variant 43,43,complete
60,Receive updated application,2017-11-16 18:00:59.900,Variant 38,38,complete
58,End,2017-11-16 18:49:16.996,Variant 43,43,End
58,end_event_Loan application rejected,2017-11-16 18:49:16.996,Variant 43,43,complete
60,Check  application  form completeness,2017-11-16 19:09:39.155,Variant 38,38,complete
60,Check credit history,2017-11-16 20:56:10.699,Variant 38,38,complete
60,Assess loan risk,2017-11-16 21:09:16.019,Variant 38,38,complete
60,Appraise property,2017-11-16 22:26:47.786,Variant 38,38,complete
60,Assess eligibility,2017-11-16 22:57:05.169,Variant 38,38,complete
60,Check if home insurance quote is requested,2017-11-17 00:47:46.884,Variant 38,38,complete
60,Send acceptance pack,2017-11-17 01:24:03.970,Variant 38,38,complete
60,Verify repayment agreement,2017-11-17 02:22:28.184,Variant 38,38,complete
61,Start,2017-11-17 03:13:51.465,Variant 39,39,Start
61,Start,2017-11-17 03:13:51.465,Variant 39,39,Start
61,start_event_Loan  application received,2017-11-17 03:13:51.465,Variant 39,39,complete
60,Approve application,2017-11-17 04:15:17.405,Variant 38,38,complete
62,Start,2017-11-17 04:47:35.829,Variant 50,50,Start
62,start_event_Loan  application received,2017-11-17 04:47:35.829,Variant 50,50,complete
62,Start,2017-11-17 04:47:35.829,Variant 50,50,Start
61,Check  application  form completeness,2017-11-17 05:07:05.983,Variant 39,39,complete
61,Return application back to applicant,2017-11-17 05:15:20.713,Variant 39,39,complete
62,Check  application  form completeness,2017-11-17 06:19:21.791,Variant 50,50,complete
61,Receive updated application,2017-11-17 06:24:20.632,Variant 39,39,complete
60,End,2017-11-17 06:29:04.444,Variant 38,38,End
60,end_event_Loan  application approved,2017-11-17 06:29:04.444,Variant 38,38,complete
62,Return application back to applicant,2017-11-17 06:37:04.233,Variant 50,50,complete
62,Receive updated application,2017-11-17 06:37:47.416,Variant 50,50,complete
62,Check  application  form completeness,2017-11-17 06:52:56.387,Variant 50,50,complete
62,Return application back to applicant,2017-11-17 08:13:50.754,Variant 50,50,complete
62,Receive updated application,2017-11-17 09:17:46.260,Variant 50,50,complete
62,Check  application  form completeness,2017-11-17 09:24:33.505,Variant 50,50,complete
62,Return application back to applicant,2017-11-17 09:29:20.936,Variant 50,50,complete
61,Check  application  form completeness,2017-11-17 09:43:49.986,Variant 39,39,complete
62,Receive updated application,2017-11-17 11:02:16.379,Variant 50,50,complete
61,Check credit history,2017-11-17 11:03:06.523,Variant 39,39,complete
62,Check  application  form completeness,2017-11-17 11:06:24.404,Variant 50,50,complete
62,Check credit history,2017-11-17 11:20:58.996,Variant 50,50,complete
62,Assess loan risk,2017-11-17 11:32:03.929,Variant 50,50,complete
61,Assess loan risk,2017-11-17 12:50:35.556,Variant 39,39,complete
62,Appraise property,2017-11-17 13:01:19.425,Variant 50,50,complete
62,Assess eligibility,2017-11-17 13:25:10.661,Variant 50,50,complete
61,Appraise property,2017-11-17 14:04:30.443,Variant 39,39,complete
62,Check if home insurance quote is requested,2017-11-17 14:36:21.726,Variant 50,50,complete
62,Send home insurance quote,2017-11-17 15:56:53.100,Variant 50,50,complete
62,Verify repayment agreement,2017-11-17 16:02:43.510,Variant 50,50,complete
62,Cancel application,2017-11-17 16:43:44.363,Variant 50,50,complete
61,Assess eligibility,2017-11-17 17:01:50.210,Variant 39,39,complete
62,End,2017-11-17 17:08:11.637,Variant 50,50,End
62,end_event_Loan  application canceled,2017-11-17 17:08:11.637,Variant 50,50,complete
61,Check if home insurance quote is requested,2017-11-17 18:54:47.963,Variant 39,39,complete
61,Send home insurance quote,2017-11-17 20:25:52.614,Variant 39,39,complete
61,Verify repayment agreement,2017-11-17 20:35:38.215,Variant 39,39,complete
61,Approve application,2017-11-18 00:14:10.194,Variant 39,39,complete
63,Start,2017-11-18 00:35:37.846,Variant 16,16,Start
63,Start,2017-11-18 00:35:37.846,Variant 16,16,Start
63,start_event_Loan  application received,2017-11-18 00:35:37.846,Variant 16,16,complete
63,Check  application  form completeness,2017-11-18 00:46:25.590,Variant 16,16,complete
63,Check credit history,2017-11-18 01:17:37.680,Variant 16,16,complete
63,Appraise property,2017-11-18 01:17:44.109,Variant 16,16,complete
61,end_event_Loan  application approved,2017-11-18 01:35:50.148,Variant 39,39,complete
61,End,2017-11-18 01:35:50.148,Variant 39,39,End
63,Assess loan risk,2017-11-18 01:58:18.250,Variant 16,16,complete
63,Assess eligibility,2017-11-18 03:38:18.447,Variant 16,16,complete
63,Check if home insurance quote is requested,2017-11-18 07:25:54.850,Variant 16,16,complete
63,Send acceptance pack,2017-11-18 07:33:30.616,Variant 16,16,complete
63,Verify repayment agreement,2017-11-18 09:36:27.402,Variant 16,16,complete
63,Approve application,2017-11-18 09:59:52.173,Variant 16,16,complete
63,end_event_Loan  application approved,2017-11-18 13:11:30.227,Variant 16,16,complete
63,End,2017-11-18 13:11:30.227,Variant 16,16,End
64,Start,2017-11-18 23:31:40.244,Variant 17,17,Start
64,Start,2017-11-18 23:31:40.244,Variant 17,17,Start
64,start_event_Loan  application received,2017-11-18 23:31:40.244,Variant 17,17,complete
64,Check  application  form completeness,2017-11-19 02:07:29.730,Variant 17,17,complete
64,Check credit history,2017-11-19 02:27:38.751,Variant 17,17,complete
64,Assess loan risk,2017-11-19 02:34:10.903,Variant 17,17,complete
64,Appraise property,2017-11-19 04:12:28.338,Variant 17,17,complete
64,Assess eligibility,2017-11-19 05:20:13.078,Variant 17,17,complete
64,Check if home insurance quote is requested,2017-11-19 06:31:58.289,Variant 17,17,complete
64,Send acceptance pack,2017-11-19 07:27:12.744,Variant 17,17,complete
64,Verify repayment agreement,2017-11-19 09:27:45.095,Variant 17,17,complete
64,Approve application,2017-11-19 10:45:34.982,Variant 17,17,complete
64,End,2017-11-19 11:33:26.212,Variant 17,17,End
64,end_event_Loan  application approved,2017-11-19 11:33:26.212,Variant 17,17,complete
65,Start,2017-11-19 22:04:27.198,Variant 26,26,Start
65,Start,2017-11-19 22:04:27.198,Variant 26,26,Start
65,start_event_Loan  application received,2017-11-19 22:04:27.198,Variant 26,26,complete
65,Check  application  form completeness,2017-11-19 22:49:09.586,Variant 26,26,complete
65,Return application back to applicant,2017-11-19 22:54:04.349,Variant 26,26,complete
65,Receive updated application,2017-11-20 00:16:53.291,Variant 26,26,complete
65,Check  application  form completeness,2017-11-20 00:22:44.576,Variant 26,26,complete
65,Appraise property,2017-11-20 00:33:39.496,Variant 26,26,complete
65,Check credit history,2017-11-20 01:25:36.089,Variant 26,26,complete
65,Assess loan risk,2017-11-20 01:29:22.866,Variant 26,26,complete
65,Assess eligibility,2017-11-20 01:44:19.634,Variant 26,26,complete
65,Check if home insurance quote is requested,2017-11-20 01:47:48.458,Variant 26,26,complete
65,Send acceptance pack,2017-11-20 04:16:55.871,Variant 26,26,complete
65,Verify repayment agreement,2017-11-20 04:27:36.247,Variant 26,26,complete
65,Approve application,2017-11-20 04:29:09.266,Variant 26,26,complete
65,End,2017-11-20 04:35:09.407,Variant 26,26,End
65,end_event_Loan  application approved,2017-11-20 04:35:09.407,Variant 26,26,complete
66,Start,2017-11-20 16:12:27.494,Variant 3,3,Start
66,Start,2017-11-20 16:12:27.494,Variant 3,3,Start
66,start_event_Loan  application received,2017-11-20 16:12:27.494,Variant 3,3,complete
66,Check  application  form completeness,2017-11-20 17:04:16.518,Variant 3,3,complete
66,Check credit history,2017-11-20 17:52:55.586,Variant 3,3,complete
66,Appraise property,2017-11-20 18:21:12.045,Variant 3,3,complete
66,Assess loan risk,2017-11-20 20:12:11.739,Variant 3,3,complete
66,Assess eligibility,2017-11-20 20:48:08.228,Variant 3,3,complete
66,Reject application,2017-11-20 22:41:38.548,Variant 3,3,complete
66,end_event_Loan application rejected,2017-11-20 22:55:46.288,Variant 3,3,complete
66,End,2017-11-20 22:55:46.288,Variant 3,3,End
67,start_event_Loan  application received,2017-11-21 19:14:39.926,Variant 1,1,complete
67,Start,2017-11-21 19:14:39.926,Variant 1,1,Start
67,Start,2017-11-21 19:14:39.926,Variant 1,1,Start
67,Check  application  form completeness,2017-11-21 19:42:11.075,Variant 1,1,complete
67,Appraise property,2017-11-21 20:56:43.528,Variant 1,1,complete
67,Check credit history,2017-11-21 23:08:59.522,Variant 1,1,complete
67,Assess loan risk,2017-11-21 23:18:17.605,Variant 1,1,complete
67,Assess eligibility,2017-11-22 00:11:06.011,Variant 1,1,complete
67,Reject application,2017-11-22 01:53:53.528,Variant 1,1,complete
67,end_event_Loan application rejected,2017-11-22 03:14:12.417,Variant 1,1,complete
67,End,2017-11-22 03:14:12.417,Variant 1,1,End
68,Start,2017-11-22 17:45:49.019,Variant 20,20,Start
68,Start,2017-11-22 17:45:49.019,Variant 20,20,Start
68,start_event_Loan  application received,2017-11-22 17:45:49.019,Variant 20,20,complete
68,Check  application  form completeness,2017-11-22 19:12:04.369,Variant 20,20,complete
68,Return application back to applicant,2017-11-22 19:22:24.719,Variant 20,20,complete
68,Receive updated application,2017-11-22 20:09:57.714,Variant 20,20,complete
68,Check  application  form completeness,2017-11-22 20:37:25.855,Variant 20,20,complete
68,Return application back to applicant,2017-11-22 20:50:37.433,Variant 20,20,complete
68,Receive updated application,2017-11-22 21:01:04.036,Variant 20,20,complete
68,Check  application  form completeness,2017-11-22 23:27:08.405,Variant 20,20,complete
68,Return application back to applicant,2017-11-23 00:25:55.238,Variant 20,20,complete
68,Receive updated application,2017-11-23 00:38:54.105,Variant 20,20,complete
68,Check  application  form completeness,2017-11-23 01:42:36.853,Variant 20,20,complete
68,Appraise property,2017-11-23 01:56:09.356,Variant 20,20,complete
68,Check credit history,2017-11-23 01:56:17.495,Variant 20,20,complete
68,Assess loan risk,2017-11-23 02:37:25.206,Variant 20,20,complete
68,Assess eligibility,2017-11-23 04:39:49.315,Variant 20,20,complete
68,Reject application,2017-11-23 05:01:23.628,Variant 20,20,complete
68,end_event_Loan application rejected,2017-11-23 05:15:05.454,Variant 20,20,complete
68,End,2017-11-23 05:15:05.454,Variant 20,20,End
69,Start,2017-11-23 21:18:19.962,Variant 42,42,Start
69,Start,2017-11-23 21:18:19.962,Variant 42,42,Start
69,start_event_Loan  application received,2017-11-23 21:18:19.962,Variant 42,42,complete
69,Check  application  form completeness,2017-11-23 23:53:59.058,Variant 42,42,complete
69,Return application back to applicant,2017-11-24 00:52:57.085,Variant 42,42,complete
69,Receive updated application,2017-11-24 01:17:51.687,Variant 42,42,complete
69,Check  application  form completeness,2017-11-24 02:05:54.118,Variant 42,42,complete
69,Return application back to applicant,2017-11-24 02:26:36.264,Variant 42,42,complete
69,Receive updated application,2017-11-24 03:13:04.325,Variant 42,42,complete
70,Start,2017-11-24 03:15:13.564,Variant 5,5,Start
70,start_event_Loan  application received,2017-11-24 03:15:13.564,Variant 5,5,complete
70,Start,2017-11-24 03:15:13.564,Variant 5,5,Start
70,Check  application  form completeness,2017-11-24 03:27:00.484,Variant 5,5,complete
70,Return application back to applicant,2017-11-24 03:28:21.679,Variant 5,5,complete
69,Check  application  form completeness,2017-11-24 04:24:13.604,Variant 42,42,complete
70,Receive updated application,2017-11-24 04:25:19.882,Variant 5,5,complete
70,Check  application  form completeness,2017-11-24 04:27:53.407,Variant 5,5,complete
70,Check credit history,2017-11-24 05:33:50.267,Variant 5,5,complete
70,Appraise property,2017-11-24 05:41:37.019,Variant 5,5,complete
69,Return application back to applicant,2017-11-24 05:46:36.999,Variant 42,42,complete
70,Assess loan risk,2017-11-24 06:27:10.259,Variant 5,5,complete
70,Assess eligibility,2017-11-24 06:39:39.008,Variant 5,5,complete
69,Receive updated application,2017-11-24 07:07:44.181,Variant 42,42,complete
69,Check  application  form completeness,2017-11-24 07:10:04.617,Variant 42,42,complete
70,Reject application,2017-11-24 07:39:29.677,Variant 5,5,complete
69,Return application back to applicant,2017-11-24 07:44:49.829,Variant 42,42,complete
69,Receive updated application,2017-11-24 08:34:36.029,Variant 42,42,complete
70,End,2017-11-24 08:45:22.118,Variant 5,5,End
70,end_event_Loan application rejected,2017-11-24 08:45:22.118,Variant 5,5,complete
69,Check  application  form completeness,2017-11-24 08:49:18.613,Variant 42,42,complete
69,Return application back to applicant,2017-11-24 11:33:27.133,Variant 42,42,complete
69,Receive updated application,2017-11-24 13:52:52.972,Variant 42,42,complete
69,Check  application  form completeness,2017-11-24 14:05:58.893,Variant 42,42,complete
69,Return application back to applicant,2017-11-24 14:55:20.026,Variant 42,42,complete
69,Receive updated application,2017-11-24 16:29:16.720,Variant 42,42,complete
69,Check  application  form completeness,2017-11-24 19:45:38.303,Variant 42,42,complete
69,Return application back to applicant,2017-11-24 23:18:21.275,Variant 42,42,complete
69,Receive updated application,2017-11-25 00:05:52.233,Variant 42,42,complete
69,Check  application  form completeness,2017-11-25 00:25:00.571,Variant 42,42,complete
69,Check credit history,2017-11-25 01:07:05.936,Variant 42,42,complete
69,Assess loan risk,2017-11-25 02:06:00.651,Variant 42,42,complete
69,Appraise property,2017-11-25 03:02:33.928,Variant 42,42,complete
69,Assess eligibility,2017-11-25 03:03:54.241,Variant 42,42,complete
69,Reject application,2017-11-25 04:06:05.822,Variant 42,42,complete
69,end_event_Loan application rejected,2017-11-25 04:28:29.094,Variant 42,42,complete
69,End,2017-11-25 04:28:29.094,Variant 42,42,End
71,Start,2017-11-25 05:48:08.401,Variant 2,2,Start
71,Start,2017-11-25 05:48:08.401,Variant 2,2,Start
71,start_event_Loan  application received,2017-11-25 05:48:08.401,Variant 2,2,complete
71,Check  application  form completeness,2017-11-25 06:06:14.897,Variant 2,2,complete
71,Check credit history,2017-11-25 06:20:27.563,Variant 2,2,complete
71,Assess loan risk,2017-11-25 06:40:03.805,Variant 2,2,complete
71,Appraise property,2017-11-25 06:43:04.985,Variant 2,2,complete
71,Assess eligibility,2017-11-25 06:48:47.201,Variant 2,2,complete
72,Start,2017-11-25 07:54:12.395,Variant 1,1,Start
72,Start,2017-11-25 07:54:12.395,Variant 1,1,Start
72,start_event_Loan  application received,2017-11-25 07:54:12.395,Variant 1,1,complete
71,Reject application,2017-11-25 08:18:57.710,Variant 2,2,complete
71,end_event_Loan application rejected,2017-11-25 08:30:33.040,Variant 2,2,complete
71,End,2017-11-25 08:30:33.040,Variant 2,2,End
72,Check  application  form completeness,2017-11-25 09:03:21.705,Variant 1,1,complete
72,Appraise property,2017-11-25 12:37:12.121,Variant 1,1,complete
72,Check credit history,2017-11-25 13:31:10.956,Variant 1,1,complete
72,Assess loan risk,2017-11-25 14:18:50.910,Variant 1,1,complete
72,Assess eligibility,2017-11-25 16:46:00.975,Variant 1,1,complete
72,Reject application,2017-11-25 18:16:09.207,Variant 1,1,complete
72,End,2017-11-25 20:03:07.762,Variant 1,1,End
72,end_event_Loan application rejected,2017-11-25 20:03:07.762,Variant 1,1,complete
73,Start,2017-11-26 14:04:01.205,Variant 13,13,Start
73,Start,2017-11-26 14:04:01.205,Variant 13,13,Start
73,start_event_Loan  application received,2017-11-26 14:04:01.205,Variant 13,13,complete
73,Check  application  form completeness,2017-11-26 14:26:28.394,Variant 13,13,complete
73,Return application back to applicant,2017-11-26 15:47:17.141,Variant 13,13,complete
73,Receive updated application,2017-11-26 17:10:35.695,Variant 13,13,complete
73,Check  application  form completeness,2017-11-26 17:18:20.576,Variant 13,13,complete
73,Return application back to applicant,2017-11-26 17:19:52.456,Variant 13,13,complete
73,Receive updated application,2017-11-26 17:24:18.993,Variant 13,13,complete
73,Check  application  form completeness,2017-11-26 18:22:24.335,Variant 13,13,complete
73,Appraise property,2017-11-26 18:26:50.138,Variant 13,13,complete
73,Check credit history,2017-11-26 18:41:09.061,Variant 13,13,complete
73,Assess loan risk,2017-11-26 19:22:38.090,Variant 13,13,complete
73,Assess eligibility,2017-11-26 22:14:04.713,Variant 13,13,complete
73,Check if home insurance quote is requested,2017-11-27 00:00:24.600,Variant 13,13,complete
73,Send home insurance quote,2017-11-27 00:04:31.827,Variant 13,13,complete
73,Verify repayment agreement,2017-11-27 00:21:42.840,Variant 13,13,complete
73,Approve application,2017-11-27 01:12:28.124,Variant 13,13,complete
73,end_event_Loan  application approved,2017-11-27 01:41:31.476,Variant 13,13,complete
73,End,2017-11-27 01:41:31.476,Variant 13,13,End
74,Start,2017-11-27 17:35:48.045,Variant 23,23,Start
74,start_event_Loan  application received,2017-11-27 17:35:48.045,Variant 23,23,complete
74,Start,2017-11-27 17:35:48.045,Variant 23,23,Start
74,Check  application  form completeness,2017-11-27 18:02:29.048,Variant 23,23,complete
74,Return application back to applicant,2017-11-27 18:44:44.218,Variant 23,23,complete
74,Receive updated application,2017-11-27 19:12:39.759,Variant 23,23,complete
74,Check  application  form completeness,2017-11-27 19:13:36.736,Variant 23,23,complete
74,Return application back to applicant,2017-11-27 19:27:47.720,Variant 23,23,complete
74,Receive updated application,2017-11-27 19:39:21.747,Variant 23,23,complete
74,Check  application  form completeness,2017-11-27 23:11:42.471,Variant 23,23,complete
74,Check credit history,2017-11-27 23:38:51.317,Variant 23,23,complete
74,Assess loan risk,2017-11-28 00:16:34.588,Variant 23,23,complete
74,Appraise property,2017-11-28 00:19:19.489,Variant 23,23,complete
74,Assess eligibility,2017-11-28 00:30:19.016,Variant 23,23,complete
74,Reject application,2017-11-28 00:51:24.499,Variant 23,23,complete
74,end_event_Loan application rejected,2017-11-28 00:55:55.353,Variant 23,23,complete
74,End,2017-11-28 00:55:55.353,Variant 23,23,End
75,Start,2017-11-28 22:26:11.707,Variant 4,4,Start
75,start_event_Loan  application received,2017-11-28 22:26:11.707,Variant 4,4,complete
75,Start,2017-11-28 22:26:11.707,Variant 4,4,Start
75,Check  application  form completeness,2017-11-28 22:31:55.496,Variant 4,4,complete
75,Return application back to applicant,2017-11-29 01:40:42.095,Variant 4,4,complete
75,Receive updated application,2017-11-29 04:16:50.458,Variant 4,4,complete
75,Check  application  form completeness,2017-11-29 05:13:24.171,Variant 4,4,complete
75,Appraise property,2017-11-29 07:18:44.795,Variant 4,4,complete
75,Check credit history,2017-11-29 07:22:52.911,Variant 4,4,complete
75,Assess loan risk,2017-11-29 07:30:32.749,Variant 4,4,complete
75,Assess eligibility,2017-11-29 07:35:56.823,Variant 4,4,complete
75,Reject application,2017-11-29 09:28:03.175,Variant 4,4,complete
75,End,2017-11-29 10:08:10.787,Variant 4,4,End
75,end_event_Loan application rejected,2017-11-29 10:08:10.787,Variant 4,4,complete
76,Start,2017-11-30 05:12:11.171,Variant 2,2,Start
76,start_event_Loan  application received,2017-11-30 05:12:11.171,Variant 2,2,complete
76,Start,2017-11-30 05:12:11.171,Variant 2,2,Start
76,Check  application  form completeness,2017-11-30 06:32:09.799,Variant 2,2,complete
76,Check credit history,2017-11-30 06:38:15.894,Variant 2,2,complete
76,Assess loan risk,2017-11-30 07:16:53.498,Variant 2,2,complete
76,Appraise property,2017-11-30 07:27:51.835,Variant 2,2,complete
77,Start,2017-11-30 08:49:06.866,Variant 48,48,Start
77,start_event_Loan  application received,2017-11-30 08:49:06.866,Variant 48,48,complete
77,Start,2017-11-30 08:49:06.866,Variant 48,48,Start
76,Assess eligibility,2017-11-30 08:52:09.938,Variant 2,2,complete
76,Reject application,2017-11-30 09:03:43.853,Variant 2,2,complete
77,Check  application  form completeness,2017-11-30 09:22:35.633,Variant 48,48,complete
77,Return application back to applicant,2017-11-30 09:23:06.669,Variant 48,48,complete
77,Receive updated application,2017-11-30 09:41:45.138,Variant 48,48,complete
76,End,2017-11-30 10:10:21.592,Variant 2,2,End
76,end_event_Loan application rejected,2017-11-30 10:10:21.592,Variant 2,2,complete
77,Check  application  form completeness,2017-11-30 10:29:50.453,Variant 48,48,complete
77,Return application back to applicant,2017-11-30 12:18:50.369,Variant 48,48,complete
77,Receive updated application,2017-11-30 12:34:32.526,Variant 48,48,complete
77,Check  application  form completeness,2017-11-30 12:46:37.038,Variant 48,48,complete
77,Return application back to applicant,2017-11-30 13:24:28.330,Variant 48,48,complete
77,Receive updated application,2017-11-30 15:01:49.465,Variant 48,48,complete
77,Check  application  form completeness,2017-11-30 15:22:32.747,Variant 48,48,complete
77,Check credit history,2017-11-30 15:44:17.537,Variant 48,48,complete
77,Appraise property,2017-11-30 17:16:49.512,Variant 48,48,complete
77,Assess loan risk,2017-11-30 21:27:18.896,Variant 48,48,complete
77,Assess eligibility,2017-11-30 21:31:43.423,Variant 48,48,complete
77,Check if home insurance quote is requested,2017-11-30 22:56:06.405,Variant 48,48,complete
77,Send home insurance quote,2017-12-01 00:34:18.365,Variant 48,48,complete
77,Verify repayment agreement,2017-12-01 00:56:35.190,Variant 48,48,complete
77,Cancel application,2017-12-01 02:04:07.174,Variant 48,48,complete
77,end_event_Loan  application canceled,2017-12-01 03:55:44.162,Variant 48,48,complete
77,End,2017-12-01 03:55:44.162,Variant 48,48,End
78,Start,2017-12-01 04:40:32.877,Variant 6,6,Start
78,Start,2017-12-01 04:40:32.877,Variant 6,6,Start
78,start_event_Loan  application received,2017-12-01 04:40:32.877,Variant 6,6,complete
78,Check  application  form completeness,2017-12-01 04:43:41.334,Variant 6,6,complete
